"Mod name","Registry name","Item ID","Display name","Tags"
"Minecraft","minecraft:barrier",421,"Barrier",""
"Minecraft","minecraft:basalt",306,"Basalt",""
"Minecraft","minecraft:bat_spawn_egg",969,"Bat Spawn Egg",""
"Minecraft","minecraft:beacon",374,"Beacon",""
"Minecraft","minecraft:bedrock",43,"Bedrock",""
"Minecraft","minecraft:bee_nest",1171,"Bee Nest","alexsmobs:grizzly_foodstuffs"
"Minecraft","minecraft:bee_spawn_egg",970,"Bee Spawn Egg",""
"Minecraft","minecraft:beef",947,"Raw Beef","croptopia:meat_replacements, naturalist:alligator_food_items, forge:foods, spoiled:foods, forge:foods/meat/raw, croptopia:beef_replacements, forge:meats, forge:raw_beef, c:foods, farmersdelight:cabbage_roll_ingredients, crittersandcompanions:ferret_food, croptopia:beef_mutton, spoiled:foods/vanilla, forge:raw_meats"
"Minecraft","minecraft:beehive",1172,"Oak Beehive","blueprint:wooden_beehives"
"Minecraft","minecraft:beetroot",1108,"Beetroot","spawn:snail_feeds, cold_sweat:chameleon/find_cold_biomes, alexsmobs:grizzly_foodstuffs, forge:vegetables/beetroot, spoiled:foods/vanilla, naturalist:boar_food_items, farmersdelight:cabbage_roll_ingredients, forge:vegetables, spawn:ant_feeds, spawn:hamster_tempts, spawn:ant_tempts, spawn:snail_tempts, forge:foods, forge:crops/beetroot, alexsmobs:elephant_foodstuffs, spoiled:foods, forge:crops, c:foods"
"Minecraft","minecraft:beetroot_seeds",1109,"Beetroot Seeds","forge:seeds/beetroot, bakery:seeds, minecraft:villager_plantable_seeds, forge:seeds, habitat:passerine_food, naturalist:bird_food_items, sereneseasons:autumn_crops, quark:seed_pouch_holdable, c:seeds, alexsmobs:jerboa_begs_for, spawn:ant_feeds, alexsmobs:crow_foodstuffs, quark:parrot_feed, crittersandcompanions:shima_enaga_food, spawn:hamster_tempts, alexsmobs:blue_jay_alert_foods, spawn:ant_tempts, alexsmobs:blue_jay_foodstuffs"
"Minecraft","minecraft:beetroot_soup",1110,"Beetroot Soup","spoiled:foods, salt:can_be_salted, wildernature:can_be_truffled, c:foods, spoiled:foods/vanilla, forge:foods"
"Minecraft","minecraft:bell",1162,"Bell","minecraft:piglin_loved"
"Minecraft","minecraft:big_dripleaf",227,"Big Dripleaf","sereneseasons:summer_crops, sereneseasons:spring_crops"
"Minecraft","minecraft:birch_boat",740,"Birch Boat","minecraft:boats"
"Minecraft","minecraft:birch_button",664,"Birch Button","minecraft:wooden_buttons, minecraft:buttons"
"Minecraft","minecraft:birch_chest_boat",741,"Birch Boat with Chest","minecraft:boats, minecraft:chest_boats"
"Minecraft","minecraft:birch_door",691,"Birch Door","minecraft:doors, minecraft:wooden_doors"
"Minecraft","minecraft:birch_fence",291,"Birch Fence","forge:fences, minecraft:wooden_fences, immersive_weathering:flammable_fences, minecraft:fences, forge:fences/wooden"
"Minecraft","minecraft:birch_fence_gate",714,"Birch Fence Gate","immersive_weathering:flammable_fence_gates, minecraft:fence_gates, forge:fence_gates/wooden, forge:fence_gates"
"Minecraft","minecraft:birch_hanging_sign",859,"Birch Hanging Sign","minecraft:hanging_signs"
"Minecraft","minecraft:birch_leaves",156,"Birch Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Minecraft","minecraft:birch_log",112,"Birch Log","minecraft:completes_find_tree_tutorial, minecraft:logs, minecraft:birch_logs, notreepunching:fire_starter_logs, minecraft:logs_that_burn"
"Minecraft","minecraft:birch_planks",25,"Birch Planks","handcrafted:counter_materials, handcrafted:trim_materials, buildersdelight:birch_planks, immersive_weathering:flammable_planks, minecraft:planks, notreepunching:fire_starter_logs"
"Minecraft","minecraft:birch_pressure_plate",679,"Birch Pressure Plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:birch_sapling",37,"Birch Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Minecraft","minecraft:birch_sign",848,"Birch Sign","minecraft:signs"
"Minecraft","minecraft:birch_slab",232,"Birch Slab","immersive_weathering:flammable_slabs, minecraft:slabs, minecraft:wooden_slabs"
"Minecraft","minecraft:birch_stairs",363,"Birch Stairs","minecraft:wooden_stairs, immersive_weathering:flammable_stairs, minecraft:stairs"
"Minecraft","minecraft:birch_trapdoor",703,"Birch Trapdoor","minecraft:wooden_trapdoors, minecraft:trapdoors"
"Minecraft","minecraft:birch_wood",146,"Birch Wood","minecraft:completes_find_tree_tutorial, minecraft:logs, minecraft:birch_logs, notreepunching:fire_starter_logs, minecraft:logs_that_burn"
"Minecraft","minecraft:black_banner",1102,"Black Banner","minecraft:banners"
"Minecraft","minecraft:black_bed",939,"Black Bed","minecraft:beds"
"Minecraft","minecraft:black_candle",1206,"Black Candle","minecraft:candles"
"Minecraft","minecraft:black_carpet",439,"Black Carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:black_concrete",548,"Black Concrete",""
"Minecraft","minecraft:black_concrete_powder",564,"Black Concrete Powder",""
"Minecraft","minecraft:black_dye",919,"Black Dye","balm:dyes, c:black_dyes, c:dyes, hearth_and_home:not_washable, forge:dyes/black, forge:dyes, balm:black_dyes"
"Minecraft","minecraft:black_glazed_terracotta",532,"Black Glazed Terracotta",""
"Minecraft","minecraft:black_shulker_box",516,"Black Shulker Box","vinery:basket_blacklist, notreepunching:large_vessel_blacklist, notreepunching:small_vessel_blacklist, finsandtails:mudhorse_pouch_blacklist, forge:boxes/shulker, c:shulker_boxes"
"Minecraft","minecraft:black_stained_glass",464,"Black Stained Glass","forge:storage_blocks/glass, forge:glass/silica, forge:glass/black, forge:stained_glass, c:glass_blocks, forge:glass"
"Minecraft","minecraft:black_stained_glass_pane",480,"Black Stained Glass Pane","forge:panes/glass, forge:glass_panes/black, forge:stained_glass_panes, c:glass_panes, forge:glass_panes"
"Minecraft","minecraft:black_terracotta",420,"Black Terracotta","minecraft:terracotta"
"Minecraft","minecraft:black_wool",195,"Black Wool","minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:blackstone",1177,"Blackstone","quark:stone_tool_materials, handcrafted:counter_materials, handcrafted:trim_materials, buildersdelight:blackstone, minecraft:stone_crafting_materials, minecraft:stone_tool_materials"
"Minecraft","minecraft:blackstone_slab",1178,"Blackstone Slab","minecraft:slabs"
"Minecraft","minecraft:blackstone_stairs",1179,"Blackstone Stairs","minecraft:stairs"
"Minecraft","minecraft:blackstone_wall",390,"Blackstone Wall","minecraft:walls"
"Minecraft","minecraft:blade_pottery_sherd",1238,"Blade Pottery Sherd","minecraft:decorated_pot_sherds, minecraft:decorated_pot_ingredients"
"Minecraft","minecraft:blast_furnace",1156,"Blast Furnace","forge:sites/villager_job, c:villager_job_sites"
"Minecraft","minecraft:blaze_powder",961,"Blaze Powder","decorative_blocks:bonfire_activators, forge:hot_spice"
"Minecraft","minecraft:blaze_rod",953,"Blaze Rod","forge:rods, forge:rods/blaze"
"Minecraft","minecraft:blaze_spawn_egg",971,"Blaze Spawn Egg",""
"Minecraft","minecraft:blue_banner",1098,"Blue Banner","minecraft:banners"
"Minecraft","minecraft:blue_bed",935,"Blue Bed","minecraft:beds"
"Minecraft","minecraft:blue_candle",1202,"Blue Candle","minecraft:candles"
"Minecraft","minecraft:blue_carpet",435,"Blue Carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:blue_concrete",544,"Blue Concrete",""
"Minecraft","minecraft:blue_concrete_powder",560,"Blue Concrete Powder",""
"Minecraft","minecraft:blue_dye",915,"Blue Dye","balm:dyes, forge:dyes/blue, c:blue_dyes, c:dyes, hearth_and_home:not_washable, balm:blue_dyes, forge:dyes"
"Minecraft","minecraft:blue_glazed_terracotta",528,"Blue Glazed Terracotta",""
"Minecraft","minecraft:blue_ice",597,"Blue Ice",""
"Minecraft","minecraft:blue_orchid",198,"Blue Orchid","minecraft:small_flowers, bloomingnature:small_flower, alexsmobs:hummingbird_breedables, aquaculture:turtle_edible, alexsmobs:tarantula_hawk_foodstuffs, minecraft:flowers"
"Minecraft","minecraft:blue_shulker_box",512,"Blue Shulker Box","vinery:basket_blacklist, notreepunching:large_vessel_blacklist, notreepunching:small_vessel_blacklist, finsandtails:mudhorse_pouch_blacklist, forge:boxes/shulker, c:shulker_boxes"
"Minecraft","minecraft:blue_stained_glass",460,"Blue Stained Glass","forge:storage_blocks/glass, forge:glass/blue, forge:glass/silica, forge:stained_glass, c:glass_blocks, forge:glass"
"Minecraft","minecraft:blue_stained_glass_pane",476,"Blue Stained Glass Pane","forge:panes/glass, forge:glass_panes/blue, forge:stained_glass_panes, c:glass_panes, forge:glass_panes"
"Minecraft","minecraft:blue_terracotta",416,"Blue Terracotta","minecraft:terracotta"
"Minecraft","minecraft:blue_wool",191,"Blue Wool","minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:bone",921,"Bone","forge:bones, tumbleweed:drop_common, enemyexpansion:starved_stomach"
"Minecraft","minecraft:bone_block",498,"Bone Block",""
"Minecraft","minecraft:bone_meal",920,"Bone Meal","enemyexpansion:starved_stomach, dynamictrees:fertilizer, quark:seed_pouch_fertilizers, alexsmobs:flutter_breedables"
"Minecraft","minecraft:book",885,"Book","bookshelf:books, forge:books, minecraft:bookshelf_books"
"Minecraft","minecraft:bookshelf",264,"Oak Bookshelf","forge:bookshelves, c:bookshelves, blueprint:wooden_bookshelves"
"Minecraft","minecraft:bow",760,"Bow","forge:tools/bows, c:bows, bookshelf:bows, forge:bows, forge:tools"
"Minecraft","minecraft:bowl",808,"Bowl","bakery:container, farmersdelight:serving_containers"
"Minecraft","minecraft:brain_coral",578,"Brain Coral","upgrade_aquatic:brain_corals"
"Minecraft","minecraft:brain_coral_block",573,"Brain Coral Block",""
"Minecraft","minecraft:brain_coral_fan",588,"Brain Coral Fan","upgrade_aquatic:brain_corals"
"Minecraft","minecraft:bread",815,"Bread","c:foods, forge:bread, salt:can_be_salted, wildernature:can_be_truffled, forge:bread_or_bun, spoiled:foods/vanilla, spoiled:foods, forge:bread/wheat, forge:foods, alexsmobs:raccoon_breedables, alexsmobs:cockroach_foodstuffs, bakery:bread, cookyourfood:ok_to_eat_raw"
"Minecraft","minecraft:brewer_pottery_sherd",1239,"Brewer Pottery Sherd","minecraft:decorated_pot_sherds, minecraft:decorated_pot_ingredients"
"Minecraft","minecraft:brewing_stand",963,"Brewing Stand","forge:sites/villager_job, c:villager_job_sites"
"Minecraft","minecraft:brick",881,"Brick","forge:ingots/brick, c:ingots, forge:ingots, immersive_weathering:bricks, minecraft:decorated_pot_ingredients, balm:ingots"
"Minecraft","minecraft:brick_slab",248,"Brick Slab","minecraft:slabs"
"Minecraft","minecraft:brick_stairs",339,"Brick Stairs","minecraft:stairs"
"Minecraft","minecraft:brick_wall",377,"Brick Wall","minecraft:walls"
"Minecraft","minecraft:bricks",263,"Bricks","handcrafted:counter_materials, handcrafted:trim_materials, forge:bricks/small"
"Minecraft","minecraft:brown_banner",1099,"Brown Banner","minecraft:banners"
"Minecraft","minecraft:brown_bed",936,"Brown Bed","minecraft:beds"
"Minecraft","minecraft:brown_candle",1203,"Brown Candle","minecraft:candles"
"Minecraft","minecraft:brown_carpet",436,"Brown Carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:brown_concrete",545,"Brown Concrete",""
"Minecraft","minecraft:brown_concrete_powder",561,"Brown Concrete Powder",""
"Minecraft","minecraft:brown_dye",916,"Brown Dye","balm:dyes, c:brown_dyes, forge:dyes/brown, c:dyes, hearth_and_home:not_washable, balm:brown_dyes, forge:dyes"
"Minecraft","minecraft:brown_glazed_terracotta",529,"Brown Glazed Terracotta",""
"Minecraft","minecraft:brown_mushroom",212,"Brown Mushroom","farmersdelight:cabbage_roll_ingredients, quark:seed_pouch_holdable, sereneseasons:winter_crops, sereneseasons:spring_crops, sereneseasons:autumn_crops, alexsmobs:banana_slug_breedables, spawn:snail_tempts, forge:mushrooms, spawn:snail_feeds, naturalist:tortoise_tempt_items, sereneseasons:summer_crops, alexsmobs:tusklin_foodstuffs"
"Minecraft","minecraft:brown_mushroom_block",330,"Brown Mushroom Block",""
"Minecraft","minecraft:brown_shulker_box",513,"Brown Shulker Box","vinery:basket_blacklist, notreepunching:large_vessel_blacklist, notreepunching:small_vessel_blacklist, finsandtails:mudhorse_pouch_blacklist, forge:boxes/shulker, c:shulker_boxes"
"Minecraft","minecraft:brown_stained_glass",461,"Brown Stained Glass","forge:storage_blocks/glass, forge:glass/silica, forge:stained_glass, c:glass_blocks, forge:glass, forge:glass/brown"
"Minecraft","minecraft:brown_stained_glass_pane",477,"Brown Stained Glass Pane","forge:panes/glass, forge:glass_panes/brown, forge:stained_glass_panes, c:glass_panes, forge:glass_panes"
"Minecraft","minecraft:brown_terracotta",417,"Brown Terracotta","minecraft:terracotta"
"Minecraft","minecraft:brown_wool",192,"Brown Wool","minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:brush",1217,"Brush",""
"Minecraft","minecraft:bubble_coral",579,"Bubble Coral","upgrade_aquatic:bubble_corals"
"Minecraft","minecraft:bubble_coral_block",574,"Bubble Coral Block",""
"Minecraft","minecraft:bubble_coral_fan",589,"Bubble Coral Fan","upgrade_aquatic:bubble_corals"
"Minecraft","minecraft:bucket",868,"Bucket","c:empty_buckets, forge:buckets, forge:buckets/empty, farmersdelight:serving_containers, crabbersdelight:crab_trap_bait"
"Minecraft","minecraft:budding_amethyst",73,"Budding Amethyst","forge:storage_blocks/budding, c:budding_blocks"
"Minecraft","minecraft:bundle",890,"Bundle",""
"Minecraft","minecraft:burn_pottery_sherd",1240,"Burn Pottery Sherd","minecraft:decorated_pot_sherds, minecraft:decorated_pot_ingredients"
"Minecraft","minecraft:cactus",286,"Cactus","bloomingnature:cactus, naturalist:tortoise_tempt_items, enemyexpansion:starved_stomach, sereneseasons:summer_crops, cold_sweat:chameleon/find_hot_biomes, forge:cacti"
"Minecraft","minecraft:cake",923,"Cake",""
"Minecraft","minecraft:calcite",11,"Calcite","handcrafted:trim_materials, handcrafted:counter_materials"
"Minecraft","minecraft:calibrated_sculk_sensor",654,"Calibrated Sculk Sensor",""
"Minecraft","minecraft:camel_spawn_egg",973,"Camel Spawn Egg",""
"Minecraft","minecraft:campfire",1167,"Campfire",""
"Minecraft","minecraft:candle",1190,"Candle","minecraft:candles"
"Minecraft","minecraft:carrot",1051,"Carrot","spawn:hamster_tempts, alexsmobs:bunfungus_foodstuffs, forge:crops, forge:crops/carrot, sereneseasons:autumn_crops, spawn:snail_feeds, alexsmobs:elephant_foodstuffs, minecraft:villager_plantable_seeds, spoiled:foods, spoiled:foods/vanilla, alexsmobs:kangaroo_tameables, forge:vegetables, farmersdelight:cabbage_roll_ingredients, quark:seed_pouch_holdable, alexsmobs:triops_breedables, spawn:ant_feeds, c:foods, spawn:snail_tempts, spawn:ant_tempts, naturalist:boar_food_items, forge:foods, sereneseasons:spring_crops, forge:vegetables/carrot, cookyourfood:ok_to_eat_raw"
"Minecraft","minecraft:carrot_on_a_stick",733,"Carrot on a Stick",""
"Minecraft","minecraft:cartography_table",1157,"Cartography Table","forge:sites/villager_job, c:villager_job_sites"
"Minecraft","minecraft:carved_pumpkin",301,"Carved Pumpkin","forge:pumpkins, forge:pumpkins/carved"
"Minecraft","minecraft:cat_spawn_egg",972,"Cat Spawn Egg",""
"Minecraft","minecraft:cauldron",964,"Cauldron","forge:sites/villager_job, c:villager_job_sites"
"Minecraft","minecraft:cave_spider_spawn_egg",974,"Cave Spider Spawn Egg",""
"Minecraft","minecraft:chain",334,"Chain",""
"Minecraft","minecraft:chain_command_block",493,"Chain Command Block",""
"Minecraft","minecraft:chainmail_boots",823,"Chainmail Boots","bookshelf:armor, forge:armor, minecraft:trimmable_armor, bookshelf:boots, forge:armors/boots, forge:boots, forge:armors"
"Minecraft","minecraft:chainmail_chestplate",821,"Chainmail Chestplate","bookshelf:armor, forge:armor, minecraft:trimmable_armor, bookshelf:chestplates, forge:chestplates, forge:armors/chestplates, forge:armors"
"Minecraft","minecraft:chainmail_helmet",820,"Chainmail Helmet","bookshelf:armor, forge:helmets, forge:armor, minecraft:trimmable_armor, forge:armors/helmets, bookshelf:helmets, forge:armors"
"Minecraft","minecraft:chainmail_leggings",822,"Chainmail Leggings","bookshelf:armor, bookshelf:leggings, forge:armor, forge:armors/leggings, minecraft:trimmable_armor, forge:leggings, forge:armors"
"Minecraft","minecraft:charcoal",763,"Charcoal","forge:coal, minecraft:coals, c:coal"
"Minecraft","minecraft:cherry_boat",746,"Cherry Boat","minecraft:boats"
"Minecraft","minecraft:cherry_button",667,"Cherry Button","minecraft:wooden_buttons, minecraft:buttons"
"Minecraft","minecraft:cherry_chest_boat",747,"Cherry Boat with Chest","minecraft:boats, minecraft:chest_boats"
"Minecraft","minecraft:cherry_door",694,"Cherry Door","minecraft:doors, minecraft:wooden_doors"
"Minecraft","minecraft:cherry_fence",294,"Cherry Fence","minecraft:wooden_fences, minecraft:fences, forge:fences/wooden, forge:fences"
"Minecraft","minecraft:cherry_fence_gate",717,"Cherry Fence Gate","forge:fence_gates, minecraft:fence_gates, forge:fence_gates/wooden"
"Minecraft","minecraft:cherry_hanging_sign",862,"Cherry Hanging Sign","minecraft:hanging_signs"
"Minecraft","minecraft:cherry_leaves",159,"Cherry Leaves","notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:hummingbird_breedables, minecraft:flowers, minecraft:completes_find_tree_tutorial, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs, alexsmobs:tarantula_hawk_foodstuffs"
"Minecraft","minecraft:cherry_log",115,"Cherry Log","minecraft:completes_find_tree_tutorial, minecraft:logs, notreepunching:fire_starter_logs, minecraft:cherry_logs, minecraft:logs_that_burn"
"Minecraft","minecraft:cherry_planks",28,"Cherry Planks","handcrafted:counter_materials, handcrafted:trim_materials, notreepunching:fire_starter_logs, minecraft:planks, buildersdelight:cherry_planks"
"Minecraft","minecraft:cherry_pressure_plate",682,"Cherry Pressure Plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:cherry_sapling",40,"Cherry Sapling","minecraft:saplings, quark:seed_pouch_holdable, alexsmobs:elephant_foodstuffs, notreepunching:fire_starter_kindling"
"Minecraft","minecraft:cherry_sign",851,"Cherry Sign","minecraft:signs"
"Minecraft","minecraft:cherry_slab",235,"Cherry Slab","minecraft:wooden_slabs, minecraft:slabs"
