"Mod name","Registry name","Item ID","Display name","Tags"
"Minecraft","minecraft:mossy_cobblestone",267,"Mossy Cobblestone","forge:cobblestone/mossy, forge:cobblestone, quark:stone_tool_materials"
"Minecraft","minecraft:mossy_cobblestone_slab",621,"Mossy Cobblestone Slab","minecraft:slabs"
"Minecraft","minecraft:mossy_cobblestone_stairs",603,"Mossy Cobblestone Stairs","minecraft:stairs"
"Minecraft","minecraft:mossy_cobblestone_wall",376,"Mossy Cobblestone Wall","minecraft:walls"
"Minecraft","minecraft:mossy_stone_brick_slab",619,"Mossy Stone Brick Slab","minecraft:slabs"
"Minecraft","minecraft:mossy_stone_brick_stairs",601,"Mossy Stone Brick Stairs","minecraft:stairs"
"Minecraft","minecraft:mossy_stone_brick_wall",380,"Mossy Stone Brick Wall","minecraft:walls"
"Minecraft","minecraft:mossy_stone_bricks",319,"Mossy Stone Bricks","minecraft:stone_bricks, forge:bricks/large"
"Minecraft","minecraft:netherrack",303,"Netherrack","forge:netherrack, forge:ore_bearing_ground/netherrack"
"Minecraft","minecraft:oak_leaves",154,"Oak Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Minecraft","minecraft:oak_sapling",35,"Oak Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Minecraft","minecraft:peony",446,"Peony","alexsmobs:hummingbird_breedables, minecraft:flowers, minecraft:tall_flowers, alexsmobs:tarantula_hawk_foodstuffs"
"Minecraft","minecraft:pink_petals",224,"Pink Petals","alexsmobs:hummingbird_breedables, sereneseasons:spring_crops, minecraft:flowers, alexsmobs:tarantula_hawk_foodstuffs"
"Minecraft","minecraft:pitcher_pod",1107,"Pitcher Pod","minecraft:villager_plantable_seeds, quark:seed_pouch_holdable, sereneseasons:summer_crops"
"Minecraft","minecraft:potato",1052,"Potato","spawn:ant_feeds, alexsmobs:elephant_foodstuffs, c:foods, farmersdelight:cabbage_roll_ingredients, forge:foods, spawn:snail_feeds, cookyourfood:raw_food_light, quark:seed_pouch_holdable, forge:crops/potato, forge:vegetables, minecraft:villager_plantable_seeds, spawn:snail_tempts, forge:potatoes, sereneseasons:spring_crops, forge:crops, forge:vegetables/potato, spoiled:foods/vanilla, spoiled:foods, spawn:ant_tempts, naturalist:boar_food_items"
"Minecraft","minecraft:pumpkin_seeds",945,"Pumpkin Seeds","alexsmobs:crow_tameables, spawn:ant_feeds, tumbleweed:drop_uncommon, seeddelight:cant_eat_seed, alexsmobs:crow_breedables, alexsmobs:jerboa_begs_for, naturalist:bird_food_items, quark:seed_pouch_holdable, spawn:hamster_tempts, forge:seeds/pumpkin, alexsmobs:blue_jay_alert_foods, sereneseasons:autumn_crops, habitat:passerine_food, bakery:seeds, c:seeds, alexsmobs:crow_foodstuffs, forge:seeds, crittersandcompanions:shima_enaga_food, spawn:ant_tempts, alexsmobs:blue_jay_foodstuffs"
"Minecraft","minecraft:red_mushroom",213,"Red Mushroom","farmersdelight:cabbage_roll_ingredients, forge:mushrooms, spawn:snail_feeds, alexsmobs:tusklin_breedables, sereneseasons:summer_crops, quark:seed_pouch_holdable, sereneseasons:spring_crops, sereneseasons:winter_crops, spawn:snail_tempts, sereneseasons:autumn_crops"
"Minecraft","minecraft:rooted_dirt",18,"Rooted Dirt","minecraft:dirt, sereneseasons:summer_crops, sereneseasons:spring_crops, sereneseasons:autumn_crops, sereneseasons:winter_crops"
"Minecraft","minecraft:rose_bush",445,"Rose Bush","alexsmobs:hummingbird_breedables, minecraft:flowers, minecraft:tall_flowers, alexsmobs:tarantula_hawk_foodstuffs"
"Minecraft","minecraft:sea_pickle",179,"Sea Pickle","sereneseasons:summer_crops, sereneseasons:autumn_crops, sereneseasons:winter_crops, sereneseasons:spring_crops"
"Minecraft","minecraft:seagrass",178,"Seagrass","sereneseasons:winter_crops, forge:grass, sereneseasons:summer_crops, alexsmobs:terrapin_breedables, sereneseasons:autumn_crops, sereneseasons:spring_crops"
"Minecraft","minecraft:small_dripleaf",228,"Small Dripleaf","sereneseasons:summer_crops, sereneseasons:spring_crops"
"Minecraft","minecraft:spruce_leaves",155,"Spruce Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Minecraft","minecraft:spruce_sapling",36,"Spruce Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Minecraft","minecraft:stone",1,"Stone","quark:stone_tool_materials, forge:stone, bookshelf:stones, handcrafted:trim_materials, balm:stones, forge:ore_bearing_ground/stone"
"Minecraft","minecraft:stone_brick_slab",249,"Stone Brick Slab","minecraft:slabs"
"Minecraft","minecraft:stone_brick_stairs",340,"Stone Brick Stairs","minecraft:stairs"
"Minecraft","minecraft:stone_brick_wall",382,"Stone Brick Wall","minecraft:walls"
"Minecraft","minecraft:stone_bricks",318,"Stone Bricks","minecraft:stone_bricks, forge:bricks/large"
"Minecraft","minecraft:stone_slab",242,"Stone Slab","minecraft:slabs"
"Minecraft","minecraft:stone_stairs",605,"Stone Stairs","minecraft:stairs"
"Minecraft","minecraft:sunflower",443,"Sunflower","alexsmobs:hummingbird_breedables, minecraft:flowers, minecraft:tall_flowers, alexsmobs:tarantula_hawk_foodstuffs"
"Minecraft","minecraft:sweet_berries",1165,"Sweet Berries","minecraft:fox_food, c:fruits/sweet_berries, spawn:ant_tempts, spawn:snail_tempts, alexsmobs:skunk_breedables, forge:fruits, c:berries, forge:berries/fruits/sweet, spoiled:foods, sereneseasons:autumn_crops, c:fruits, quark:seed_pouch_holdable, forge:fruits/sweet_berries, spawn:ant_feeds, alexsmobs:sugar_glider_tameables, forge:berries, spawn:snail_feeds, cold_sweat:chameleon/find_cold_biomes, c:fruits/sweet, c:foods, sereneseasons:spring_crops, forge:fruits/sweet, forge:foods, spoiled:foods/vanilla, alexsmobs:elephant_foodstuffs, naturalist:bear_tempt_items, sereneseasons:summer_crops"
"Minecraft","minecraft:torchflower_seeds",1106,"Torchflower Seeds","sereneseasons:summer_crops, quark:seed_pouch_holdable, minecraft:sniffer_food, minecraft:villager_plantable_seeds"
"Minecraft","minecraft:twisting_vines",220,"Twisting Vines","sereneseasons:summer_crops, quad:immune/fire, sereneseasons:spring_crops, sereneseasons:autumn_crops, sereneseasons:winter_crops"
"Minecraft","minecraft:warped_fungus",215,"Warped Fungus","quad:immune/fire, quark:seed_pouch_holdable, sereneseasons:winter_crops, sereneseasons:summer_crops, sereneseasons:autumn_crops, sereneseasons:spring_crops"
"Minecraft","minecraft:warped_nylium",21,"Warped Nylium","sereneseasons:summer_crops, sereneseasons:autumn_crops, sereneseasons:winter_crops, sereneseasons:spring_crops"
"Minecraft","minecraft:weeping_vines",219,"Weeping Vines","sereneseasons:summer_crops, quad:immune/fire, sereneseasons:spring_crops, sereneseasons:autumn_crops, sereneseasons:winter_crops"
"Minecraft","minecraft:wheat_seeds",813,"Wheat Seeds","forge:seeds/wheat, bakery:seeds, minecraft:villager_plantable_seeds, forge:seeds, habitat:passerine_food, sereneseasons:autumn_crops, naturalist:bird_food_items, c:seeds, alexsmobs:jerboa_begs_for, quark:seed_pouch_holdable, alexsmobs:crow_foodstuffs, spawn:ant_feeds, crittersandcompanions:shima_enaga_food, spawn:hamster_tempts, alexsmobs:blue_jay_alert_foods, spawn:ant_tempts, alexsmobs:blue_jay_foodstuffs, sereneseasons:summer_crops"
"Unknown","bakery:oat_seeds",15620,"Oat Seeds","habitat:passerine_food, bakery:seeds, c:seeds, alexsmobs:jerboa_begs_for, alexsmobs:crow_foodstuffs, forge:seeds, quark:seed_pouch_holdable, naturalist:bird_food_items, alexsmobs:blue_jay_foodstuffs, alexsmobs:blue_jay_alert_foods"
"Unknown","bakery:strawberry_seeds",15618,"Strawberry Seeds","habitat:passerine_food, bakery:seeds, c:seeds, alexsmobs:jerboa_begs_for, alexsmobs:crow_foodstuffs, forge:seeds, quark:seed_pouch_holdable, naturalist:bird_food_items, alexsmobs:blue_jay_foodstuffs, alexsmobs:blue_jay_alert_foods"
"Unknown","bakery:wild_strawberries",15617,"Wild Strawberries",""
"Unknown","berry_good:glow_berry_pips",18127,"Glow Berry Pips","c:seeds, quark:seed_pouch_holdable, alexsmobs:crow_foodstuffs, naturalist:bird_food_items, forge:seeds, forge:seeds/glow_berry, alexsmobs:blue_jay_alert_foods, alexsmobs:jerboa_begs_for, bakery:seeds, alexsmobs:blue_jay_foodstuffs, blueprint:chicken_food, habitat:passerine_food"
"Unknown","berry_good:sweet_berry_pips",18126,"Sweet Berry Pips","c:seeds, quark:seed_pouch_holdable, alexsmobs:crow_foodstuffs, naturalist:bird_food_items, forge:seeds, alexsmobs:blue_jay_alert_foods, alexsmobs:jerboa_begs_for, bakery:seeds, alexsmobs:blue_jay_foodstuffs, blueprint:chicken_food, habitat:passerine_food, forge:seeds/sweet_berry"
"Unknown","biomesoplenty:blue_hydrangea",11323,"Blue Hydrangea","alexsmobs:hummingbird_breedables, minecraft:flowers, minecraft:tall_flowers, alexsmobs:tarantula_hawk_foodstuffs"
"Unknown","biomesoplenty:clover",11339,"Clover","sereneseasons:spring_crops, sereneseasons:summer_crops, forge:clover"
"Unknown","biomesoplenty:dead_leaves",11260,"Dead Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Unknown","biomesoplenty:dead_sapling",11258,"Dead Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:fir_leaves",11166,"Fir Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Unknown","biomesoplenty:fir_sapling",11165,"Fir Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:flesh_tendons",11116,"Flesh Tendons",""
"Unknown","biomesoplenty:flesh_tendons_strand",11117,"Flesh Tendons Strand",""
"Unknown","biomesoplenty:flowering_oak_leaves",11154,"Flowering Oak Leaves","notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:hummingbird_breedables, minecraft:flowers, minecraft:completes_find_tree_tutorial, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs, alexsmobs:tarantula_hawk_foodstuffs"
"Unknown","biomesoplenty:flowering_oak_sapling",11153,"Flowering Oak Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:glowing_moss_block",11141,"Glowing Moss Block",""
"Unknown","biomesoplenty:glowshroom",11139,"Glowshroom","farmersdelight:cabbage_roll_ingredients, sereneseasons:autumn_crops, sereneseasons:spring_crops, forge:mushrooms, sereneseasons:summer_crops, quark:seed_pouch_holdable, sereneseasons:winter_crops"
"Unknown","biomesoplenty:glowworm_silk",11143,"Glowworm Silk","minecraft:trim_materials"
"Unknown","biomesoplenty:glowworm_silk_strand",11144,"Glowworm Silk Strand",""
"Unknown","biomesoplenty:goldenrod",11325,"Goldenrod","alexsmobs:hummingbird_breedables, minecraft:flowers, minecraft:tall_flowers, alexsmobs:tarantula_hawk_foodstuffs"
"Unknown","biomesoplenty:hanging_cobweb",11146,"Hanging Cobweb",""
"Unknown","biomesoplenty:hanging_cobweb_strand",11147,"Hanging Cobweb Strand",""
"Unknown","biomesoplenty:hellbark_leaves",11305,"Hellbark Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Unknown","biomesoplenty:hellbark_sapling",11304,"Hellbark Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:high_grass",11337,"High Grass",""
"Unknown","biomesoplenty:high_grass_plant",11338,"High Grass Plant",""
"Unknown","biomesoplenty:icy_iris",11331,"Icy Iris","alexsmobs:hummingbird_breedables, minecraft:flowers, minecraft:tall_flowers, alexsmobs:tarantula_hawk_foodstuffs"
"Unknown","biomesoplenty:jacaranda_leaves",11211,"Jacaranda Leaves","notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:hummingbird_breedables, minecraft:flowers, minecraft:completes_find_tree_tutorial, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs, alexsmobs:tarantula_hawk_foodstuffs"
"Unknown","biomesoplenty:jacaranda_sapling",11210,"Jacaranda Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:magic_leaves",11275,"Magic Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Unknown","biomesoplenty:magic_sapling",11274,"Magic Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:mahogany_leaves",11196,"Mahogany Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Unknown","biomesoplenty:mahogany_sapling",11195,"Mahogany Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:maple_leaves",11164,"Maple Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Unknown","biomesoplenty:maple_sapling",11163,"Maple Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:orange_autumn_leaves",11162,"Orange Autumn Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Unknown","biomesoplenty:orange_autumn_sapling",11161,"Orange Autumn Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:origin_grass_block",11150,"Origin Grass Block",""
"Unknown","biomesoplenty:origin_leaves",11152,"Origin Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Unknown","biomesoplenty:origin_sapling",11151,"Origin Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:palm_leaves",11226,"Palm Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
"Unknown","biomesoplenty:palm_sapling",11225,"Palm Sapling","notreepunching:fire_starter_kindling, sereneseasons:summer_crops, minecraft:saplings, sereneseasons:spring_crops, quark:seed_pouch_holdable, sereneseasons:autumn_crops, sereneseasons:winter_crops, alexsmobs:elephant_foodstuffs"
"Unknown","biomesoplenty:rainbow_birch_leaves",11158,"Rainbow Birch Leaves","minecraft:completes_find_tree_tutorial, notreepunching:fire_starter_kindling, minecraft:leaves, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs"
