"Mod name","Registry name","Entity class name","ID"
"Minecraft","minecraft:goat","net.minecraft.world.entity.animal.goat.Goat",45
"Minecraft","minecraft:guardian","net.minecraft.world.entity.monster.Guardian",46
"Minecraft","minecraft:hoglin","net.minecraft.world.entity.monster.hoglin.Hoglin",47
"Minecraft","minecraft:hopper_minecart","net.minecraft.world.entity.vehicle.MinecartHopper",48
"Minecraft","minecraft:horse","net.minecraft.world.entity.animal.horse.Horse",49
"Minecraft","minecraft:husk","net.minecraft.world.entity.monster.Husk",50
"Minecraft","minecraft:illusioner","net.minecraft.world.entity.monster.Illusioner",51
"Minecraft","minecraft:interaction","net.minecraft.world.entity.Interaction",52
"Minecraft","minecraft:iron_golem","net.minecraft.world.entity.animal.IronGolem",53
"Minecraft","minecraft:item","net.minecraft.world.entity.item.ItemEntity",54
"Minecraft","minecraft:item_display","net.minecraft.world.entity.Display$ItemDisplay",55
"Minecraft","minecraft:item_frame","net.minecraft.world.entity.decoration.ItemFrame",56
"Minecraft","minecraft:leash_knot","net.minecraft.world.entity.decoration.LeashFenceKnotEntity",58
"Minecraft","minecraft:lightning_bolt","net.minecraft.world.entity.LightningBolt",59
"Minecraft","minecraft:llama","net.minecraft.world.entity.animal.horse.Llama",60
"Minecraft","minecraft:llama_spit","net.minecraft.world.entity.projectile.LlamaSpit",61
"Minecraft","minecraft:magma_cube","net.minecraft.world.entity.monster.MagmaCube",62
"Minecraft","minecraft:marker","net.minecraft.world.entity.Marker",63
"Minecraft","minecraft:minecart","net.minecraft.world.entity.vehicle.Minecart",64
"Minecraft","minecraft:mooshroom","net.minecraft.world.entity.animal.MushroomCow",65
"Minecraft","minecraft:mule","net.minecraft.world.entity.animal.horse.Mule",66
"Minecraft","minecraft:ocelot","net.minecraft.world.entity.animal.Ocelot",67
"Minecraft","minecraft:painting","net.minecraft.world.entity.decoration.Painting",68
"Minecraft","minecraft:panda","net.minecraft.world.entity.animal.Panda",69
"Minecraft","minecraft:parrot","net.minecraft.world.entity.animal.Parrot",70
"Minecraft","minecraft:phantom","net.minecraft.world.entity.monster.Phantom",71
"Minecraft","minecraft:pig","net.minecraft.world.entity.animal.Pig",72
"Minecraft","minecraft:piglin","net.minecraft.world.entity.monster.piglin.Piglin",73
"Minecraft","minecraft:piglin_brute","net.minecraft.world.entity.monster.piglin.PiglinBrute",74
"Minecraft","minecraft:pillager","net.minecraft.world.entity.monster.Pillager",75
"Minecraft","minecraft:player","?",122
"Minecraft","minecraft:polar_bear","net.minecraft.world.entity.animal.PolarBear",76
"Minecraft","minecraft:potion","net.minecraft.world.entity.projectile.ThrownPotion",77
"Minecraft","minecraft:pufferfish","net.minecraft.world.entity.animal.Pufferfish",78
"Minecraft","minecraft:rabbit","net.minecraft.world.entity.animal.Rabbit",79
"Minecraft","minecraft:ravager","net.minecraft.world.entity.monster.Ravager",80
"Minecraft","minecraft:salmon","net.minecraft.world.entity.animal.Salmon",81
"Minecraft","minecraft:sheep","net.minecraft.world.entity.animal.Sheep",82
"Minecraft","minecraft:shulker","net.minecraft.world.entity.monster.Shulker",83
"Minecraft","minecraft:shulker_bullet","net.minecraft.world.entity.projectile.ShulkerBullet",84
"Minecraft","minecraft:silverfish","net.minecraft.world.entity.monster.Silverfish",85
"Minecraft","minecraft:skeleton","net.minecraft.world.entity.monster.Skeleton",86
"Minecraft","minecraft:skeleton_horse","net.minecraft.world.entity.animal.horse.SkeletonHorse",87
"Minecraft","minecraft:slime","net.minecraft.world.entity.monster.Slime",88
"Minecraft","minecraft:small_fireball","net.minecraft.world.entity.projectile.SmallFireball",89
"Minecraft","minecraft:sniffer","net.minecraft.world.entity.animal.sniffer.Sniffer",90
"Minecraft","minecraft:snow_golem","net.minecraft.world.entity.animal.SnowGolem",91
"Minecraft","minecraft:snowball","net.minecraft.world.entity.projectile.Snowball",92
"Minecraft","minecraft:spawner_minecart","net.minecraft.world.entity.vehicle.MinecartSpawner",93
"Minecraft","minecraft:spectral_arrow","net.minecraft.world.entity.projectile.SpectralArrow",94
"Minecraft","minecraft:spider","net.minecraft.world.entity.monster.Spider",95
"Minecraft","minecraft:squid","net.minecraft.world.entity.animal.Squid",96
"Minecraft","minecraft:stray","net.minecraft.world.entity.monster.Stray",97
"Minecraft","minecraft:strider","net.minecraft.world.entity.monster.Strider",98
"Minecraft","minecraft:tadpole","net.minecraft.world.entity.animal.frog.Tadpole",99
"Minecraft","minecraft:text_display","net.minecraft.world.entity.Display$TextDisplay",100
"Minecraft","minecraft:tnt","net.minecraft.world.entity.item.PrimedTnt",101
"Minecraft","minecraft:tnt_minecart","net.minecraft.world.entity.vehicle.MinecartTNT",102
"Minecraft","minecraft:trader_llama","net.minecraft.world.entity.animal.horse.TraderLlama",103
"Minecraft","minecraft:trident","net.minecraft.world.entity.projectile.ThrownTrident",104
"Minecraft","minecraft:tropical_fish","net.minecraft.world.entity.animal.TropicalFish",105
"Minecraft","minecraft:turtle","net.minecraft.world.entity.animal.Turtle",106
"Minecraft","minecraft:vex","net.minecraft.world.entity.monster.Vex",107
"Minecraft","minecraft:villager","net.minecraft.world.entity.npc.Villager",108
"Minecraft","minecraft:vindicator","net.minecraft.world.entity.monster.Vindicator",109
"Minecraft","minecraft:wandering_trader","net.minecraft.world.entity.npc.WanderingTrader",110
"Minecraft","minecraft:warden","net.minecraft.world.entity.monster.warden.Warden",111
"Minecraft","minecraft:witch","net.minecraft.world.entity.monster.Witch",112
"Minecraft","minecraft:wither","net.minecraft.world.entity.boss.wither.WitherBoss",113
"Minecraft","minecraft:wither_skeleton","net.minecraft.world.entity.monster.WitherSkeleton",114
"Minecraft","minecraft:wither_skull","net.minecraft.world.entity.projectile.WitherSkull",115
"Minecraft","minecraft:wolf","net.minecraft.world.entity.animal.Wolf",116
"Minecraft","minecraft:zoglin","net.minecraft.world.entity.monster.Zoglin",117
"Minecraft","minecraft:zombie","net.minecraft.world.entity.monster.Zombie",118
"Minecraft","minecraft:zombie_horse","net.minecraft.world.entity.animal.horse.ZombieHorse",119
"Minecraft","minecraft:zombie_villager","net.minecraft.world.entity.monster.ZombieVillager",120
"Minecraft","minecraft:zombified_piglin","net.minecraft.world.entity.monster.ZombifiedPiglin",121
"Unknown","adpother:gas","com.endertech.minecraft.mods.adpother.entities.GasEntity",429
"Unknown","adpother:purified_air","com.endertech.minecraft.mods.adpother.entities.PurifiedAir",430
"Unknown","alexsmobs:alligator_snapping_turtle","com.github.alexthe666.alexsmobs.entity.EntityAlligatorSnappingTurtle",902
"Unknown","alexsmobs:anaconda","com.github.alexthe666.alexsmobs.entity.EntityAnaconda",941
"Unknown","alexsmobs:anaconda_part","com.github.alexthe666.alexsmobs.entity.EntityAnacondaPart",942
"Unknown","alexsmobs:anteater","com.github.alexthe666.alexsmobs.entity.EntityAnteater",944
"Unknown","alexsmobs:bald_eagle","com.github.alexthe666.alexsmobs.entity.EntityBaldEagle",924
"Unknown","alexsmobs:banana_slug","com.github.alexthe666.alexsmobs.entity.EntityBananaSlug",976
"Unknown","alexsmobs:bison","com.github.alexthe666.alexsmobs.entity.EntityBison",954
"Unknown","alexsmobs:blobfish","com.github.alexthe666.alexsmobs.entity.EntityBlobfish",892
"Unknown","alexsmobs:blue_jay","com.github.alexthe666.alexsmobs.entity.EntityBlueJay",977
"Unknown","alexsmobs:bone_serpent","com.github.alexthe666.alexsmobs.entity.EntityBoneSerpent",866
"Unknown","alexsmobs:bone_serpent_part","com.github.alexthe666.alexsmobs.entity.EntityBoneSerpentPart",867
"Unknown","alexsmobs:bunfungus","com.github.alexthe666.alexsmobs.entity.EntityBunfungus",953
"Unknown","alexsmobs:cachalot_echo","com.github.alexthe666.alexsmobs.entity.EntityCachalotEcho",920
"Unknown","alexsmobs:cachalot_whale","com.github.alexthe666.alexsmobs.entity.EntityCachalotWhale",919
"Unknown","alexsmobs:caiman","com.github.alexthe666.alexsmobs.entity.EntityCaiman",978
"Unknown","alexsmobs:capuchin_monkey","com.github.alexthe666.alexsmobs.entity.EntityCapuchinMonkey",883
"Unknown","alexsmobs:catfish","com.github.alexthe666.alexsmobs.entity.EntityCatfish",959
"Unknown","alexsmobs:centipede_body","com.github.alexthe666.alexsmobs.entity.EntityCentipedeBody",886
"Unknown","alexsmobs:centipede_head","com.github.alexthe666.alexsmobs.entity.EntityCentipedeHead",885
"Unknown","alexsmobs:centipede_tail","com.github.alexthe666.alexsmobs.entity.EntityCentipedeTail",887
"Unknown","alexsmobs:cockroach","com.github.alexthe666.alexsmobs.entity.EntityCockroach",894
"Unknown","alexsmobs:cockroach_egg","com.github.alexthe666.alexsmobs.entity.EntityCockroachEgg",895
"Unknown","alexsmobs:comb_jelly","com.github.alexthe666.alexsmobs.entity.EntityCombJelly",951
"Unknown","alexsmobs:cosmaw","com.github.alexthe666.alexsmobs.entity.EntityCosmaw",938
"Unknown","alexsmobs:cosmic_cod","com.github.alexthe666.alexsmobs.entity.EntityCosmicCod",952
"Unknown","alexsmobs:crimson_mosquito","com.github.alexthe666.alexsmobs.entity.EntityCrimsonMosquito",875
"Unknown","alexsmobs:crocodile","com.github.alexthe666.alexsmobs.entity.EntityCrocodile",869
"Unknown","alexsmobs:crow","com.github.alexthe666.alexsmobs.entity.EntityCrow",901
"Unknown","alexsmobs:devils_hole_pupfish","com.github.alexthe666.alexsmobs.entity.EntityDevilsHolePupfish",958
"Unknown","alexsmobs:dropbear","com.github.alexthe666.alexsmobs.entity.EntityDropBear",916
"Unknown","alexsmobs:elephant","com.github.alexthe666.alexsmobs.entity.EntityElephant",897
"Unknown","alexsmobs:emu","com.github.alexthe666.alexsmobs.entity.EntityEmu",913
"Unknown","alexsmobs:emu_egg","com.github.alexthe666.alexsmobs.entity.EntityEmuEgg",914
"Unknown","alexsmobs:endergrade","com.github.alexthe666.alexsmobs.entity.EntityEndergrade",878
"Unknown","alexsmobs:enderiophage","com.github.alexthe666.alexsmobs.entity.EntityEnderiophage",922
"Unknown","alexsmobs:enderiophage_rocket","com.github.alexthe666.alexsmobs.entity.EntityEnderiophageRocket",923
"Unknown","alexsmobs:farseer","com.github.alexthe666.alexsmobs.entity.EntityFarseer",968
"Unknown","alexsmobs:fart","com.github.alexthe666.alexsmobs.entity.EntityFart",975
"Unknown","alexsmobs:flutter","com.github.alexthe666.alexsmobs.entity.EntityFlutter",946
"Unknown","alexsmobs:fly","com.github.alexthe666.alexsmobs.entity.EntityFly",870
"Unknown","alexsmobs:flying_fish","com.github.alexthe666.alexsmobs.entity.EntityFlyingFish",960
"Unknown","alexsmobs:frilled_shark","com.github.alexthe666.alexsmobs.entity.EntityFrilledShark",931
"Unknown","alexsmobs:froststalker","com.github.alexthe666.alexsmobs.entity.EntityFroststalker",934
"Unknown","alexsmobs:gazelle","com.github.alexthe666.alexsmobs.entity.EntityGazelle",868
"Unknown","alexsmobs:gelada_monkey","com.github.alexthe666.alexsmobs.entity.EntityGeladaMonkey",948
"Unknown","alexsmobs:giant_squid","com.github.alexthe666.alexsmobs.entity.EntityGiantSquid",955
"Unknown","alexsmobs:gorilla","com.github.alexthe666.alexsmobs.entity.EntityGorilla",874
"Unknown","alexsmobs:grizzly_bear","com.github.alexthe666.alexsmobs.entity.EntityGrizzlyBear",864
"Unknown","alexsmobs:gust","com.github.alexthe666.alexsmobs.entity.EntityGust",907
"Unknown","alexsmobs:guster","com.github.alexthe666.alexsmobs.entity.EntityGuster",905
"Unknown","alexsmobs:hammerhead_shark","com.github.alexthe666.alexsmobs.entity.EntityHammerheadShark",879
"Unknown","alexsmobs:hemolymph","com.github.alexthe666.alexsmobs.entity.EntityHemolymph",909
"Unknown","alexsmobs:hummingbird","com.github.alexthe666.alexsmobs.entity.EntityHummingbird",871
"Unknown","alexsmobs:ice_shard","com.github.alexthe666.alexsmobs.entity.EntityIceShard",935
"Unknown","alexsmobs:jerboa","com.github.alexthe666.alexsmobs.entity.EntityJerboa",949
"Unknown","alexsmobs:kangaroo","com.github.alexthe666.alexsmobs.entity.EntityKangaroo",918
"Unknown","alexsmobs:komodo_dragon","com.github.alexthe666.alexsmobs.entity.EntityKomodoDragon",882
"Unknown","alexsmobs:laviathan","com.github.alexthe666.alexsmobs.entity.EntityLaviathan",937
"Unknown","alexsmobs:leafcutter_ant","com.github.alexthe666.alexsmobs.entity.EntityLeafcutterAnt",921
"Unknown","alexsmobs:lobster","com.github.alexthe666.alexsmobs.entity.EntityLobster",881
"Unknown","alexsmobs:maned_wolf","com.github.alexthe666.alexsmobs.entity.EntityManedWolf",940
"Unknown","alexsmobs:mantis_shrimp","com.github.alexthe666.alexsmobs.entity.EntityMantisShrimp",904
"Unknown","alexsmobs:mimic_octopus","com.github.alexthe666.alexsmobs.entity.EntityMimicOctopus",932
"Unknown","alexsmobs:mimicube","com.github.alexthe666.alexsmobs.entity.EntityMimicube",890
"Unknown","alexsmobs:moose","com.github.alexthe666.alexsmobs.entity.EntityMoose",889
"Unknown","alexsmobs:mosquito_spit","com.github.alexthe666.alexsmobs.entity.EntityMosquitoSpit",876
"Unknown","alexsmobs:mud_ball","com.github.alexthe666.alexsmobs.entity.EntityMudBall",965
"Unknown","alexsmobs:mudskipper","com.github.alexthe666.alexsmobs.entity.EntityMudskipper",964
"Unknown","alexsmobs:mungus","com.github.alexthe666.alexsmobs.entity.EntityMungus",903
"Unknown","alexsmobs:murmur","com.github.alexthe666.alexsmobs.entity.EntityMurmur",971
"Unknown","alexsmobs:murmur_head","com.github.alexthe666.alexsmobs.entity.EntityMurmurHead",972
"Unknown","alexsmobs:orca","com.github.alexthe666.alexsmobs.entity.EntityOrca",872
"Unknown","alexsmobs:platypus","com.github.alexthe666.alexsmobs.entity.EntityPlatypus",915
"Unknown","alexsmobs:pollen_ball","com.github.alexthe666.alexsmobs.entity.EntityPollenBall",947
"Unknown","alexsmobs:potoo","com.github.alexthe666.alexsmobs.entity.EntityPotoo",963
"Unknown","alexsmobs:raccoon","com.github.alexthe666.alexsmobs.entity.EntityRaccoon",891
"Unknown","alexsmobs:rain_frog","com.github.alexthe666.alexsmobs.entity.EntityRainFrog",962
"Unknown","alexsmobs:rattlesnake","com.github.alexthe666.alexsmobs.entity.EntityRattlesnake",877
"Unknown","alexsmobs:rhinoceros","com.github.alexthe666.alexsmobs.entity.EntityRhinoceros",966
"Unknown","alexsmobs:roadrunner","com.github.alexthe666.alexsmobs.entity.EntityRoadrunner",865
"Unknown","alexsmobs:rocky_roller","com.github.alexthe666.alexsmobs.entity.EntityRockyRoller",945
"Unknown","alexsmobs:sand_shot","com.github.alexthe666.alexsmobs.entity.EntitySandShot",906
"Unknown","alexsmobs:sea_bear","com.github.alexthe666.alexsmobs.entity.EntitySeaBear",957
"Unknown","alexsmobs:seagull","com.github.alexthe666.alexsmobs.entity.EntitySeagull",933
"Unknown","alexsmobs:seal","com.github.alexthe666.alexsmobs.entity.EntitySeal",893
"Unknown","alexsmobs:shark_tooth_arrow","com.github.alexthe666.alexsmobs.entity.EntitySharkToothArrow",880
"Unknown","alexsmobs:shoebill","com.github.alexthe666.alexsmobs.entity.EntityShoebill",896
"Unknown","alexsmobs:skelewag","com.github.alexthe666.alexsmobs.entity.EntitySkelewag",961
"Unknown","alexsmobs:skreecher","com.github.alexthe666.alexsmobs.entity.EntitySkreecher",969
"Unknown","alexsmobs:skunk","com.github.alexthe666.alexsmobs.entity.EntitySkunk",974
"Unknown","alexsmobs:snow_leopard","com.github.alexthe666.alexsmobs.entity.EntitySnowLeopard",899
"Unknown","alexsmobs:soul_vulture","com.github.alexthe666.alexsmobs.entity.EntitySoulVulture",898
"Unknown","alexsmobs:spectre","com.github.alexthe666.alexsmobs.entity.EntitySpectre",900
"Unknown","alexsmobs:squid_grapple","com.github.alexthe666.alexsmobs.entity.EntitySquidGrapple",956
"Unknown","alexsmobs:straddleboard","com.github.alexthe666.alexsmobs.entity.EntityStraddleboard",912
"Unknown","alexsmobs:straddler","com.github.alexthe666.alexsmobs.entity.EntityStraddler",910
"Unknown","alexsmobs:stradpole","com.github.alexthe666.alexsmobs.entity.EntityStradpole",911
"Unknown","alexsmobs:sugar_glider","com.github.alexthe666.alexsmobs.entity.EntitySugarGlider",967
"Unknown","alexsmobs:sunbird","com.github.alexthe666.alexsmobs.entity.EntitySunbird",873
"Unknown","alexsmobs:tarantula_hawk","com.github.alexthe666.alexsmobs.entity.EntityTarantulaHawk",926
"Unknown","alexsmobs:tasmanian_devil","com.github.alexthe666.alexsmobs.entity.EntityTasmanianDevil",917
"Unknown","alexsmobs:tendon_segment","com.github.alexthe666.alexsmobs.entity.EntityTendonSegment",973
"Unknown","alexsmobs:terrapin","com.github.alexthe666.alexsmobs.entity.EntityTerrapin",950
"Unknown","alexsmobs:tiger","com.github.alexthe666.alexsmobs.entity.EntityTiger",925
"Unknown","alexsmobs:tossed_item","com.github.alexthe666.alexsmobs.entity.EntityTossedItem",884
"Unknown","alexsmobs:toucan","com.github.alexthe666.alexsmobs.entity.EntityToucan",939
"Unknown","alexsmobs:triops","com.github.alexthe666.alexsmobs.entity.EntityTriops",979
"Unknown","alexsmobs:tusklin","com.github.alexthe666.alexsmobs.entity.EntityTusklin",936
"Unknown","alexsmobs:underminer","com.github.alexthe666.alexsmobs.entity.EntityUnderminer",970
"Unknown","alexsmobs:vine_lasso","com.github.alexthe666.alexsmobs.entity.EntityVineLasso",943
"Unknown","alexsmobs:void_portal","com.github.alexthe666.alexsmobs.entity.EntityVoidPortal",930
"Unknown","alexsmobs:void_worm","com.github.alexthe666.alexsmobs.entity.EntityVoidWorm",927
"Unknown","alexsmobs:void_worm_part","com.github.alexthe666.alexsmobs.entity.EntityVoidWormPart",928
"Unknown","alexsmobs:void_worm_shot","com.github.alexthe666.alexsmobs.entity.EntityVoidWormShot",929
"Unknown","alexsmobs:warped_mosco","com.github.alexthe666.alexsmobs.entity.EntityWarpedMosco",908
"Unknown","alexsmobs:warped_toad","com.github.alexthe666.alexsmobs.entity.EntityWarpedToad",888
"Unknown","aquaculture:acacia_fish_mount","com.teammetallurgy.aquaculture.entity.FishMountEntity",803
"Unknown","aquaculture:arapaima","com.teammetallurgy.aquaculture.entity.AquaFishEntity",791
"Unknown","aquaculture:arrau_turtle","com.teammetallurgy.aquaculture.entity.TurtleLandEntity",768
"Unknown","aquaculture:atlantic_cod","com.teammetallurgy.aquaculture.entity.AquaFishEntity",770
"Unknown","aquaculture:atlantic_halibut","com.teammetallurgy.aquaculture.entity.AquaFishEntity",773
"Unknown","aquaculture:atlantic_herring","com.teammetallurgy.aquaculture.entity.AquaFishEntity",774
"Unknown","aquaculture:bayad","com.teammetallurgy.aquaculture.entity.AquaFishEntity",778
"Unknown","aquaculture:birch_fish_mount","com.teammetallurgy.aquaculture.entity.FishMountEntity",801
"Unknown","aquaculture:blackfish","com.teammetallurgy.aquaculture.entity.AquaFishEntity",771
"Unknown","aquaculture:bluegill","com.teammetallurgy.aquaculture.entity.AquaFishEntity",783
"Unknown","aquaculture:bobber","?",764
"Unknown","aquaculture:boulti","com.teammetallurgy.aquaculture.entity.AquaFishEntity",779
"Unknown","aquaculture:box_turtle","com.teammetallurgy.aquaculture.entity.TurtleLandEntity",767
"Unknown","aquaculture:brown_shrooma","com.teammetallurgy.aquaculture.entity.AquaFishEntity",794
"Unknown","aquaculture:brown_trout","com.teammetallurgy.aquaculture.entity.AquaFishEntity",784
"Unknown","aquaculture:capitaine","com.teammetallurgy.aquaculture.entity.AquaFishEntity",780
"Unknown","aquaculture:carp","com.teammetallurgy.aquaculture.entity.AquaFishEntity",785
"Unknown","aquaculture:catfish","com.teammetallurgy.aquaculture.entity.AquaFishEntity",786
"Unknown","aquaculture:dark_oak_fish_mount","com.teammetallurgy.aquaculture.entity.FishMountEntity",804
"Unknown","aquaculture:gar","com.teammetallurgy.aquaculture.entity.AquaFishEntity",787
"Unknown","aquaculture:jellyfish","com.teammetallurgy.aquaculture.entity.AquaFishEntity",796
"Unknown","aquaculture:jungle_fish_mount","com.teammetallurgy.aquaculture.entity.FishMountEntity",802
"Unknown","aquaculture:minnow","com.teammetallurgy.aquaculture.entity.AquaFishEntity",788
"Unknown","aquaculture:muskellunge","com.teammetallurgy.aquaculture.entity.AquaFishEntity",789
"Unknown","aquaculture:oak_fish_mount","com.teammetallurgy.aquaculture.entity.FishMountEntity",799
"Unknown","aquaculture:pacific_halibut","com.teammetallurgy.aquaculture.entity.AquaFishEntity",772
"Unknown","aquaculture:perch","com.teammetallurgy.aquaculture.entity.AquaFishEntity",790
"Unknown","aquaculture:pink_salmon","com.teammetallurgy.aquaculture.entity.AquaFishEntity",775
"Unknown","aquaculture:piranha","com.teammetallurgy.aquaculture.entity.AquaFishEntity",792
"Unknown","aquaculture:pollock","com.teammetallurgy.aquaculture.entity.AquaFishEntity",776
"Unknown","aquaculture:rainbow_trout","com.teammetallurgy.aquaculture.entity.AquaFishEntity",777
"Unknown","aquaculture:red_grouper","com.teammetallurgy.aquaculture.entity.AquaFishEntity",797
"Unknown","aquaculture:red_shrooma","com.teammetallurgy.aquaculture.entity.AquaFishEntity",795
"Unknown","aquaculture:smallmouth_bass","com.teammetallurgy.aquaculture.entity.AquaFishEntity",782
"Unknown","aquaculture:spectral_water_arrow","com.teammetallurgy.aquaculture.entity.SpectralWaterArrowEntity",766
"Unknown","aquaculture:spruce_fish_mount","com.teammetallurgy.aquaculture.entity.FishMountEntity",800
"Unknown","aquaculture:starshell_turtle","com.teammetallurgy.aquaculture.entity.TurtleLandEntity",769
"Unknown","aquaculture:synodontis","com.teammetallurgy.aquaculture.entity.AquaFishEntity",781
"Unknown","aquaculture:tambaqui","com.teammetallurgy.aquaculture.entity.AquaFishEntity",793
"Unknown","aquaculture:tuna","com.teammetallurgy.aquaculture.entity.AquaFishEntity",798
"Unknown","aquaculture:water_arrow","com.teammetallurgy.aquaculture.entity.WaterArrowEntity",765
"Unknown","aqupdcaracal:caracal","com.aqupd.caracal.entity.CaracalEntity",982
"Unknown","armadillo:armadillo","net.pavloh.armadillo.entity.ArmadilloEntity",348
"Unknown","arphex:abyss_explosive","net.arphex.entity.AbyssExplosiveEntity",223
"Unknown","arphex:ant_arsonist","net.arphex.entity.AntArsonistEntity",189
"Unknown","arphex:ao_eflame","net.arphex.entity.AoEflameEntity",187
"Unknown","arphex:ao_eflame_2","net.arphex.entity.AoEflame2Entity",188
"Unknown","arphex:beetle_rhino","net.arphex.entity.BeetleRhinoEntity",170
"Unknown","arphex:beetle_tick_mite","net.arphex.entity.BeetleTickMiteEntity",150
"Unknown","arphex:blood_projectile","net.arphex.entity.BloodProjectileEntity",203
"Unknown","arphex:blood_worm","net.arphex.entity.BloodWormEntity",149
"Unknown","arphex:bloodthirsty_tendril","net.arphex.entity.BloodthirstyTendrilEntity",180
"Unknown","arphex:butterfly_bewitcher","net.arphex.entity.ButterflyBewitcherEntity",208
"Unknown","arphex:butterfly_bewitcher_giant","net.arphex.entity.ButterflyBewitcherGiantEntity",199
"Unknown","arphex:centipede_evictor","net.arphex.entity.CentipedeEvictorEntity",158
"Unknown","arphex:centipede_evictor_larvae","net.arphex.entity.CentipedeEvictorLarvaeEntity",159
"Unknown","arphex:centipede_stalker","net.arphex.entity.CentipedeStalkerEntity",148
"Unknown","arphex:crab_constrictor","net.arphex.entity.CrabConstrictorEntity",213
"Unknown","arphex:crab_larvae","net.arphex.entity.CrabLarvaeEntity",222
"Unknown","arphex:disappear_invisible","net.arphex.entity.DisappearInvisibleEntity",196
"Unknown","arphex:dracon_fire","net.arphex.entity.DraconFireEntity",204
"Unknown","arphex:draconic_clone","net.arphex.entity.DraconicCloneEntity",206
"Unknown","arphex:draconic_fly_stalk","net.arphex.entity.DraconicFlyStalkEntity",225
"Unknown","arphex:draconic_voidlasher","net.arphex.entity.SpiderMothDwellerEntity",139
