"Mod name","Registry name","Item ID","Display name"
"Minecraft","minecraft:blue_carpet",435,"Blue Carpet"
"Minecraft","minecraft:blue_concrete",544,"Blue Concrete"
"Minecraft","minecraft:blue_concrete_powder",560,"Blue Concrete Powder"
"Minecraft","minecraft:blue_dye",915,"Blue Dye"
"Minecraft","minecraft:blue_glazed_terracotta",528,"Blue Glazed Terracotta"
"Minecraft","minecraft:blue_ice",597,"Blue Ice"
"Minecraft","minecraft:blue_orchid",198,"Blue Orchid"
"Minecraft","minecraft:blue_shulker_box",512,"Blue Shulker Box"
"Minecraft","minecraft:blue_stained_glass",460,"Blue Stained Glass"
"Minecraft","minecraft:blue_stained_glass_pane",476,"Blue Stained Glass Pane"
"Minecraft","minecraft:blue_terracotta",416,"Blue Terracotta"
"Minecraft","minecraft:blue_wool",191,"Blue Wool"
"Minecraft","minecraft:bone",921,"Bone"
"Minecraft","minecraft:bone_block",498,"Bone Block"
"Minecraft","minecraft:bone_meal",920,"Bone Meal"
"Minecraft","minecraft:book",885,"Book"
"Minecraft","minecraft:bookshelf",264,"Oak Bookshelf"
"Minecraft","minecraft:bow",760,"Bow"
"Minecraft","minecraft:bowl",808,"Bowl"
"Minecraft","minecraft:brain_coral",578,"Brain Coral"
"Minecraft","minecraft:brain_coral_block",573,"Brain Coral Block"
"Minecraft","minecraft:brain_coral_fan",588,"Brain Coral Fan"
"Minecraft","minecraft:bread",815,"Bread"
"Minecraft","minecraft:brewer_pottery_sherd",1239,"Brewer Pottery Sherd"
"Minecraft","minecraft:brewing_stand",963,"Brewing Stand"
"Minecraft","minecraft:brick",881,"Brick"
"Minecraft","minecraft:brick_slab",248,"Brick Slab"
"Minecraft","minecraft:brick_stairs",339,"Brick Stairs"
"Minecraft","minecraft:brick_wall",377,"Brick Wall"
"Minecraft","minecraft:bricks",263,"Bricks"
"Minecraft","minecraft:brown_banner",1099,"Brown Banner"
"Minecraft","minecraft:brown_bed",936,"Brown Bed"
"Minecraft","minecraft:brown_candle",1203,"Brown Candle"
"Minecraft","minecraft:brown_carpet",436,"Brown Carpet"
"Minecraft","minecraft:brown_concrete",545,"Brown Concrete"
"Minecraft","minecraft:brown_concrete_powder",561,"Brown Concrete Powder"
"Minecraft","minecraft:brown_dye",916,"Brown Dye"
"Minecraft","minecraft:brown_glazed_terracotta",529,"Brown Glazed Terracotta"
"Minecraft","minecraft:brown_mushroom",212,"Brown Mushroom"
"Minecraft","minecraft:brown_mushroom_block",330,"Brown Mushroom Block"
"Minecraft","minecraft:brown_shulker_box",513,"Brown Shulker Box"
"Minecraft","minecraft:brown_stained_glass",461,"Brown Stained Glass"
"Minecraft","minecraft:brown_stained_glass_pane",477,"Brown Stained Glass Pane"
"Minecraft","minecraft:brown_terracotta",417,"Brown Terracotta"
"Minecraft","minecraft:brown_wool",192,"Brown Wool"
"Minecraft","minecraft:brush",1217,"Brush"
"Minecraft","minecraft:bubble_coral",579,"Bubble Coral"
"Minecraft","minecraft:bubble_coral_block",574,"Bubble Coral Block"
"Minecraft","minecraft:bubble_coral_fan",589,"Bubble Coral Fan"
"Minecraft","minecraft:bucket",868,"Bucket"
"Minecraft","minecraft:budding_amethyst",73,"Budding Amethyst"
"Minecraft","minecraft:bundle",890,"Bundle"
"Minecraft","minecraft:burn_pottery_sherd",1240,"Burn Pottery Sherd"
"Minecraft","minecraft:cactus",286,"Cactus"
"Minecraft","minecraft:cake",923,"Cake"
"Minecraft","minecraft:calcite",11,"Calcite"
"Minecraft","minecraft:calibrated_sculk_sensor",654,"Calibrated Sculk Sensor"
"Minecraft","minecraft:camel_spawn_egg",973,"Camel Spawn Egg"
"Minecraft","minecraft:campfire",1167,"Campfire"
"Minecraft","minecraft:candle",1190,"Candle"
"Minecraft","minecraft:carrot",1051,"Carrot"
"Minecraft","minecraft:carrot_on_a_stick",733,"Carrot on a Stick"
"Minecraft","minecraft:cartography_table",1157,"Cartography Table"
"Minecraft","minecraft:carved_pumpkin",301,"Carved Pumpkin"
"Minecraft","minecraft:cat_spawn_egg",972,"Cat Spawn Egg"
"Minecraft","minecraft:cauldron",964,"Cauldron"
"Minecraft","minecraft:cave_spider_spawn_egg",974,"Cave Spider Spawn Egg"
"Minecraft","minecraft:chain",334,"Chain"
"Minecraft","minecraft:chain_command_block",493,"Chain Command Block"
"Minecraft","minecraft:chainmail_boots",823,"Chainmail Boots"
"Minecraft","minecraft:chainmail_chestplate",821,"Chainmail Chestplate"
"Minecraft","minecraft:chainmail_helmet",820,"Chainmail Helmet"
"Minecraft","minecraft:chainmail_leggings",822,"Chainmail Leggings"
"Minecraft","minecraft:charcoal",763,"Charcoal"
"Minecraft","minecraft:cherry_boat",746,"Cherry Boat"
"Minecraft","minecraft:cherry_button",667,"Cherry Button"
"Minecraft","minecraft:cherry_chest_boat",747,"Cherry Boat with Chest"
"Minecraft","minecraft:cherry_door",694,"Cherry Door"
"Minecraft","minecraft:cherry_fence",294,"Cherry Fence"
"Minecraft","minecraft:cherry_fence_gate",717,"Cherry Fence Gate"
"Minecraft","minecraft:cherry_hanging_sign",862,"Cherry Hanging Sign"
"Minecraft","minecraft:cherry_leaves",159,"Cherry Leaves"
"Minecraft","minecraft:cherry_log",115,"Cherry Log"
"Minecraft","minecraft:cherry_planks",28,"Cherry Planks"
"Minecraft","minecraft:cherry_pressure_plate",682,"Cherry Pressure Plate"
"Minecraft","minecraft:cherry_sapling",40,"Cherry Sapling"
"Minecraft","minecraft:cherry_sign",851,"Cherry Sign"
"Minecraft","minecraft:cherry_slab",235,"Cherry Slab"
"Minecraft","minecraft:cherry_stairs",366,"Cherry Stairs"
"Minecraft","minecraft:cherry_trapdoor",706,"Cherry Trapdoor"
"Minecraft","minecraft:cherry_wood",149,"Cherry Wood"
"Minecraft","minecraft:chest",277,"Chest"
"Minecraft","minecraft:chest_minecart",729,"Minecart with Chest"
"Minecraft","minecraft:chicken",949,"Raw Chicken"
"Minecraft","minecraft:chicken_spawn_egg",975,"Chicken Spawn Egg"
"Minecraft","minecraft:chipped_anvil",398,"Chipped Anvil"
"Minecraft","minecraft:chiseled_bookshelf",265,"Chiseled Oak Bookshelf"
"Minecraft","minecraft:chiseled_deepslate",328,"Chiseled Deepslate"
"Minecraft","minecraft:chiseled_nether_bricks",346,"Chiseled Nether Bricks"
"Minecraft","minecraft:chiseled_polished_blackstone",1184,"Chiseled Polished Blackstone"
"Minecraft","minecraft:chiseled_quartz_block",400,"Chiseled Quartz Block"
"Minecraft","minecraft:chiseled_red_sandstone",489,"Chiseled Red Sandstone"
"Minecraft","minecraft:chiseled_sandstone",170,"Chiseled Sandstone"
"Minecraft","minecraft:chiseled_stone_bricks",321,"Chiseled Stone Bricks"
"Minecraft","minecraft:chorus_flower",272,"Chorus Flower"
"Minecraft","minecraft:chorus_fruit",1104,"Chorus Fruit"
"Minecraft","minecraft:chorus_plant",271,"Chorus Plant"
"Minecraft","minecraft:clay",287,"Clay"
"Minecraft","minecraft:clay_ball",882,"Clay Ball"
"Minecraft","minecraft:clock",892,"Clock"
"Minecraft","minecraft:coal",762,"Coal"
"Minecraft","minecraft:coal_block",68,"Block of Coal"
"Minecraft","minecraft:coal_ore",49,"Coal Ore"
"Minecraft","minecraft:coarse_dirt",16,"Coarse Dirt"
"Minecraft","minecraft:coast_armor_trim_smithing_template",1221,"Smithing Template"
"Minecraft","minecraft:cobbled_deepslate",9,"Cobbled Deepslate"
"Minecraft","minecraft:cobbled_deepslate_slab",630,"Cobbled Deepslate Slab"
"Minecraft","minecraft:cobbled_deepslate_stairs",613,"Cobbled Deepslate Stairs"
"Minecraft","minecraft:cobbled_deepslate_wall",393,"Cobbled Deepslate Wall"
"Minecraft","minecraft:cobblestone",22,"Cobblestone"
"Minecraft","minecraft:cobblestone_slab",247,"Cobblestone Slab"
"Minecraft","minecraft:cobblestone_stairs",282,"Cobblestone Stairs"
"Minecraft","minecraft:cobblestone_wall",375,"Cobblestone Wall"
"Minecraft","minecraft:cobweb",172,"Cobweb"
"Minecraft","minecraft:cocoa_beans",903,"Cocoa Beans"
"Minecraft","minecraft:cod",895,"Raw Cod"
"Minecraft","minecraft:cod_bucket",877,"Bucket of Cod"
"Minecraft","minecraft:cod_spawn_egg",976,"Cod Spawn Egg"
"Minecraft","minecraft:command_block",373,"Command Block"
"Minecraft","minecraft:command_block_minecart",1084,"Minecart with Command Block"
"Minecraft","minecraft:comparator",639,"Redstone Comparator"
"Minecraft","minecraft:compass",888,"Compass"
"Minecraft","minecraft:composter",1153,"Composter"
"Minecraft","minecraft:conduit",598,"Conduit"
"Minecraft","minecraft:cooked_beef",948,"Steak"
"Minecraft","minecraft:cooked_chicken",950,"Cooked Chicken"
"Minecraft","minecraft:cooked_cod",899,"Cooked Cod"
"Minecraft","minecraft:cooked_mutton",1086,"Cooked Mutton"
"Minecraft","minecraft:cooked_porkchop",842,"Cooked Porkchop"
"Minecraft","minecraft:cooked_rabbit",1073,"Cooked Rabbit"
"Minecraft","minecraft:cooked_salmon",900,"Cooked Salmon"
"Minecraft","minecraft:cookie",940,"Cookie"
"Minecraft","minecraft:copper_block",75,"Block of Copper"
"Minecraft","minecraft:copper_ingot",772,"Copper Ingot"
"Minecraft","minecraft:copper_ore",53,"Copper Ore"
"Minecraft","minecraft:cornflower",206,"Cornflower"
"Minecraft","minecraft:cow_spawn_egg",977,"Cow Spawn Egg"
"Minecraft","minecraft:cracked_deepslate_bricks",325,"Cracked Deepslate Bricks"
"Minecraft","minecraft:cracked_deepslate_tiles",327,"Cracked Deepslate Tiles"
"Minecraft","minecraft:cracked_nether_bricks",345,"Cracked Nether Bricks"
"Minecraft","minecraft:cracked_polished_blackstone_bricks",1188,"Cracked Polished Blackstone Bricks"
"Minecraft","minecraft:cracked_stone_bricks",320,"Cracked Stone Bricks"
"Minecraft","minecraft:crafting_table",278,"Crafting Table"
"Minecraft","minecraft:creeper_banner_pattern",1147,"Banner Pattern"
"Minecraft","minecraft:creeper_head",1061,"Creeper Head"
"Minecraft","minecraft:creeper_spawn_egg",978,"Creeper Spawn Egg"
"Minecraft","minecraft:crimson_button",671,"Crimson Button"
"Minecraft","minecraft:crimson_door",698,"Crimson Door"
"Minecraft","minecraft:crimson_fence",298,"Crimson Fence"
"Minecraft","minecraft:crimson_fence_gate",721,"Crimson Fence Gate"
"Minecraft","minecraft:crimson_fungus",214,"Crimson Fungus"
"Minecraft","minecraft:crimson_hanging_sign",866,"Crimson Hanging Sign"
"Minecraft","minecraft:crimson_hyphae",152,"Crimson Hyphae"
"Minecraft","minecraft:crimson_nylium",20,"Crimson Nylium"
"Minecraft","minecraft:crimson_planks",32,"Crimson Planks"
"Minecraft","minecraft:crimson_pressure_plate",686,"Crimson Pressure Plate"
"Minecraft","minecraft:crimson_roots",216,"Crimson Roots"
"Minecraft","minecraft:crimson_sign",855,"Crimson Sign"
"Minecraft","minecraft:crimson_slab",240,"Crimson Slab"
"Minecraft","minecraft:crimson_stairs",371,"Crimson Stairs"
"Minecraft","minecraft:crimson_stem",120,"Crimson Stem"
"Minecraft","minecraft:crimson_trapdoor",710,"Crimson Trapdoor"
"Minecraft","minecraft:crossbow",1143,"Crossbow"
"Minecraft","minecraft:crying_obsidian",1176,"Crying Obsidian"
"Minecraft","minecraft:cut_copper",82,"Cut Copper"
"Minecraft","minecraft:cut_copper_slab",90,"Cut Copper Slab"
"Minecraft","minecraft:cut_copper_stairs",86,"Cut Copper Stairs"
"Minecraft","minecraft:cut_red_sandstone",490,"Cut Red Sandstone"
"Minecraft","minecraft:cut_red_sandstone_slab",254,"Cut Red Sandstone Slab"
"Minecraft","minecraft:cut_sandstone",171,"Cut Sandstone"
"Minecraft","minecraft:cut_sandstone_slab",245,"Cut Sandstone Slab"
"Minecraft","minecraft:cyan_banner",1096,"Cyan Banner"
"Minecraft","minecraft:cyan_bed",933,"Cyan Bed"
"Minecraft","minecraft:cyan_candle",1200,"Cyan Candle"
"Minecraft","minecraft:cyan_carpet",433,"Cyan Carpet"
"Minecraft","minecraft:cyan_concrete",542,"Cyan Concrete"
"Minecraft","minecraft:cyan_concrete_powder",558,"Cyan Concrete Powder"
"Minecraft","minecraft:cyan_dye",913,"Cyan Dye"
"Minecraft","minecraft:cyan_glazed_terracotta",526,"Cyan Glazed Terracotta"
"Minecraft","minecraft:cyan_shulker_box",510,"Cyan Shulker Box"
"Minecraft","minecraft:cyan_stained_glass",458,"Cyan Stained Glass"
"Minecraft","minecraft:cyan_stained_glass_pane",474,"Cyan Stained Glass Pane"
"Minecraft","minecraft:cyan_terracotta",414,"Cyan Terracotta"
"Minecraft","minecraft:cyan_wool",189,"Cyan Wool"
"Minecraft","minecraft:damaged_anvil",399,"Damaged Anvil"
"Minecraft","minecraft:dandelion",196,"Dandelion"
"Minecraft","minecraft:danger_pottery_sherd",1241,"Danger Pottery Sherd"
"Minecraft","minecraft:dark_oak_boat",748,"Dark Oak Boat"
"Minecraft","minecraft:dark_oak_button",668,"Dark Oak Button"
"Minecraft","minecraft:dark_oak_chest_boat",749,"Dark Oak Boat with Chest"
"Minecraft","minecraft:dark_oak_door",695,"Dark Oak Door"
"Minecraft","minecraft:dark_oak_fence",295,"Dark Oak Fence"
"Minecraft","minecraft:dark_oak_fence_gate",718,"Dark Oak Fence Gate"
"Minecraft","minecraft:dark_oak_hanging_sign",863,"Dark Oak Hanging Sign"
"Minecraft","minecraft:dark_oak_leaves",160,"Dark Oak Leaves"
"Minecraft","minecraft:dark_oak_log",116,"Dark Oak Log"
"Minecraft","minecraft:dark_oak_planks",29,"Dark Oak Planks"
"Minecraft","minecraft:dark_oak_pressure_plate",683,"Dark Oak Pressure Plate"
"Minecraft","minecraft:dark_oak_sapling",41,"Dark Oak Sapling"
"Minecraft","minecraft:dark_oak_sign",852,"Dark Oak Sign"
"Minecraft","minecraft:dark_oak_slab",236,"Dark Oak Slab"
"Minecraft","minecraft:dark_oak_stairs",367,"Dark Oak Stairs"
"Minecraft","minecraft:dark_oak_trapdoor",707,"Dark Oak Trapdoor"
"Minecraft","minecraft:dark_oak_wood",150,"Dark Oak Wood"
"Minecraft","minecraft:dark_prismarine",483,"Dark Prismarine"
"Minecraft","minecraft:dark_prismarine_slab",258,"Dark Prismarine Slab"
"Minecraft","minecraft:dark_prismarine_stairs",486,"Dark Prismarine Stairs"
"Minecraft","minecraft:daylight_detector",652,"Daylight Detector"
"Minecraft","minecraft:dead_brain_coral",582,"Dead Brain Coral"
"Minecraft","minecraft:dead_brain_coral_block",568,"Dead Brain Coral Block"
"Minecraft","minecraft:dead_brain_coral_fan",593,"Dead Brain Coral Fan"
"Minecraft","minecraft:dead_bubble_coral",583,"Dead Bubble Coral"
"Minecraft","minecraft:dead_bubble_coral_block",569,"Dead Bubble Coral Block"
"Minecraft","minecraft:dead_bubble_coral_fan",594,"Dead Bubble Coral Fan"
"Minecraft","minecraft:dead_bush",177,"Dead Bush"
"Minecraft","minecraft:dead_fire_coral",584,"Dead Fire Coral"
"Minecraft","minecraft:dead_fire_coral_block",570,"Dead Fire Coral Block"
"Minecraft","minecraft:dead_fire_coral_fan",595,"Dead Fire Coral Fan"
"Minecraft","minecraft:dead_horn_coral",585,"Dead Horn Coral"
"Minecraft","minecraft:dead_horn_coral_block",571,"Dead Horn Coral Block"
"Minecraft","minecraft:dead_horn_coral_fan",596,"Dead Horn Coral Fan"
"Minecraft","minecraft:dead_tube_coral",586,"Dead Tube Coral"
"Minecraft","minecraft:dead_tube_coral_block",567,"Dead Tube Coral Block"
"Minecraft","minecraft:dead_tube_coral_fan",592,"Dead Tube Coral Fan"
"Minecraft","minecraft:debug_stick",1121,"Debug Stick"
"Minecraft","minecraft:decorated_pot",266,"Decorated Pot"
"Minecraft","minecraft:deepslate",8,"Deepslate"
"Minecraft","minecraft:deepslate_brick_slab",632,"Deepslate Brick Slab"
"Minecraft","minecraft:deepslate_brick_stairs",615,"Deepslate Brick Stairs"
"Minecraft","minecraft:deepslate_brick_wall",395,"Deepslate Brick Wall"
"Minecraft","minecraft:deepslate_bricks",324,"Deepslate Bricks"
"Minecraft","minecraft:deepslate_coal_ore",50,"Deepslate Coal Ore"
"Minecraft","minecraft:deepslate_copper_ore",54,"Deepslate Copper Ore"
"Minecraft","minecraft:deepslate_diamond_ore",64,"Deepslate Diamond Ore"
"Minecraft","minecraft:deepslate_emerald_ore",60,"Deepslate Emerald Ore"
"Minecraft","minecraft:deepslate_gold_ore",56,"Deepslate Gold Ore"
"Minecraft","minecraft:deepslate_iron_ore",52,"Deepslate Iron Ore"
"Minecraft","minecraft:deepslate_lapis_ore",62,"Deepslate Lapis Lazuli Ore"
"Minecraft","minecraft:deepslate_redstone_ore",58,"Deepslate Redstone Ore"
"Minecraft","minecraft:deepslate_tile_slab",633,"Deepslate Tile Slab"
"Minecraft","minecraft:deepslate_tile_stairs",616,"Deepslate Tile Stairs"
"Minecraft","minecraft:deepslate_tile_wall",396,"Deepslate Tile Wall"
"Minecraft","minecraft:deepslate_tiles",326,"Deepslate Tiles"
"Minecraft","minecraft:detector_rail",724,"Detector Rail"
"Minecraft","minecraft:diamond",764,"Diamond"
"Minecraft","minecraft:diamond_axe",800,"Diamond Axe"
"Minecraft","minecraft:diamond_block",77,"Block of Diamond"
"Minecraft","minecraft:diamond_boots",831,"Diamond Boots"
"Minecraft","minecraft:diamond_chestplate",829,"Diamond Chestplate"
"Minecraft","minecraft:diamond_helmet",828,"Diamond Helmet"
"Minecraft","minecraft:diamond_hoe",801,"Diamond Hoe"
"Minecraft","minecraft:diamond_horse_armor",1080,"Diamond Horse Armor"
"Minecraft","minecraft:diamond_leggings",830,"Diamond Leggings"
"Minecraft","minecraft:diamond_ore",63,"Diamond Ore"
"Minecraft","minecraft:diamond_pickaxe",799,"Diamond Pickaxe"
"Minecraft","minecraft:diamond_shovel",798,"Diamond Shovel"
"Minecraft","minecraft:diamond_sword",797,"Diamond Sword"
"Minecraft","minecraft:diorite",4,"Diorite"
"Minecraft","minecraft:diorite_slab",629,"Diorite Slab"
"Minecraft","minecraft:diorite_stairs",612,"Diorite Stairs"
"Minecraft","minecraft:diorite_wall",389,"Diorite Wall"
"Minecraft","minecraft:dirt",15,"Dirt"
"Minecraft","minecraft:dirt_path",442,"Dirt Path"
"Minecraft","minecraft:disc_fragment_5",1138,"Disc Fragment"
"Minecraft","minecraft:dispenser",646,"Dispenser"
"Minecraft","minecraft:dolphin_spawn_egg",979,"Dolphin Spawn Egg"
"Minecraft","minecraft:donkey_spawn_egg",980,"Donkey Spawn Egg"
"Minecraft","minecraft:dragon_breath",1111,"Dragon's Breath"
"Minecraft","minecraft:dragon_egg",357,"Dragon Egg"
"Minecraft","minecraft:dragon_head",1062,"Dragon Head"
"Minecraft","minecraft:dried_kelp",944,"Dried Kelp"
"Minecraft","minecraft:dried_kelp_block",883,"Dried Kelp Block"
"Minecraft","minecraft:dripstone_block",13,"Dripstone Block"
"Minecraft","minecraft:dropper",647,"Dropper"
"Minecraft","minecraft:drowned_spawn_egg",981,"Drowned Spawn Egg"
"Minecraft","minecraft:dune_armor_trim_smithing_template",1220,"Smithing Template"
"Minecraft","minecraft:echo_shard",1216,"Echo Shard"
"Minecraft","minecraft:egg",887,"Egg"
"Minecraft","minecraft:elder_guardian_spawn_egg",982,"Elder Guardian Spawn Egg"
"Minecraft","minecraft:elytra",735,"Elytra"
"Minecraft","minecraft:emerald",765,"Emerald"
"Minecraft","minecraft:emerald_block",360,"Block of Emerald"
"Minecraft","minecraft:emerald_ore",59,"Emerald Ore"
"Minecraft","minecraft:enchanted_book",1068,"Enchanted Book"
"Minecraft","minecraft:enchanted_golden_apple",845,"Enchanted Golden Apple"
"Minecraft","minecraft:enchanting_table",353,"Enchanting Table"
"Minecraft","minecraft:end_crystal",1103,"End Crystal"
"Minecraft","minecraft:end_portal_frame",354,"End Portal Frame"
"Minecraft","minecraft:end_rod",270,"End Rod"
"Minecraft","minecraft:end_stone",355,"End Stone"
"Minecraft","minecraft:end_stone_brick_slab",622,"End Stone Brick Slab"
"Minecraft","minecraft:end_stone_brick_stairs",604,"End Stone Brick Stairs"
"Minecraft","minecraft:end_stone_brick_wall",388,"End Stone Brick Wall"
"Minecraft","minecraft:end_stone_bricks",356,"End Stone Bricks"
