"Mod name","Registry name","Item ID","Display name"
"Minecraft","minecraft:bamboo_fence_gate","minecraft:bamboo_fence_gate","Bamboo Fence Gate"
"Minecraft","minecraft:bamboo_hanging_sign","minecraft:bamboo_hanging_sign","Bamboo Hanging Sign"
"Minecraft","minecraft:bamboo_mosaic","minecraft:bamboo_mosaic","Bamboo Mosaic"
"Minecraft","minecraft:bamboo_mosaic_slab","minecraft:bamboo_mosaic_slab","Bamboo Mosaic Slab"
"Minecraft","minecraft:bamboo_mosaic_stairs","minecraft:bamboo_mosaic_stairs","Bamboo Mosaic Stairs"
"Minecraft","minecraft:bamboo_planks","minecraft:bamboo_planks","Bamboo Planks"
"Minecraft","minecraft:bamboo_pressure_plate","minecraft:bamboo_pressure_plate","Bamboo Pressure Plate"
"Minecraft","minecraft:bamboo_sapling","","Bamboo Shoot"
"Minecraft","minecraft:bamboo_sign","minecraft:bamboo_sign","Bamboo Sign"
"Minecraft","minecraft:bamboo_slab","minecraft:bamboo_slab","Bamboo Slab"
"Minecraft","minecraft:bamboo_stairs","minecraft:bamboo_stairs","Bamboo Stairs"
"Minecraft","minecraft:bamboo_trapdoor","minecraft:bamboo_trapdoor","Bamboo Trapdoor"
"Minecraft","minecraft:bamboo_wall_hanging_sign","minecraft:bamboo_hanging_sign","Bamboo Hanging Sign"
"Minecraft","minecraft:bamboo_wall_sign","minecraft:bamboo_sign","Bamboo Sign"
"Minecraft","minecraft:barrel","minecraft:barrel","Barrel"
"Minecraft","minecraft:barrier","minecraft:barrier","Barrier"
"Minecraft","minecraft:basalt","minecraft:basalt","Basalt"
"Minecraft","minecraft:beacon","minecraft:beacon","Beacon"
"Minecraft","minecraft:bedrock","minecraft:bedrock","Bedrock"
"Minecraft","minecraft:bee_nest","minecraft:bee_nest","Bee Nest"
"Minecraft","minecraft:beehive","minecraft:beehive","Oak Beehive"
"Minecraft","minecraft:beetroots","minecraft:beetroot_seeds","Beetroot Seeds"
"Minecraft","minecraft:bell","minecraft:bell","Bell"
"Minecraft","minecraft:big_dripleaf","minecraft:big_dripleaf","Big Dripleaf"
"Minecraft","minecraft:big_dripleaf_stem","minecraft:big_dripleaf","Big Dripleaf"
"Minecraft","minecraft:birch_button","minecraft:birch_button","Birch Button"
"Minecraft","minecraft:birch_door","minecraft:birch_door","Birch Door"
"Minecraft","minecraft:birch_fence","minecraft:birch_fence","Birch Fence"
"Minecraft","minecraft:birch_fence_gate","minecraft:birch_fence_gate","Birch Fence Gate"
"Minecraft","minecraft:birch_hanging_sign","minecraft:birch_hanging_sign","Birch Hanging Sign"
"Minecraft","minecraft:birch_leaves","minecraft:birch_leaves","Birch Leaves"
"Minecraft","minecraft:birch_log","minecraft:birch_log","Birch Log"
"Minecraft","minecraft:birch_planks","minecraft:birch_planks","Birch Planks"
"Minecraft","minecraft:birch_pressure_plate","minecraft:birch_pressure_plate","Birch Pressure Plate"
"Minecraft","minecraft:birch_sapling","minecraft:birch_sapling","Birch Sapling"
"Minecraft","minecraft:birch_sign","minecraft:birch_sign","Birch Sign"
"Minecraft","minecraft:birch_slab","minecraft:birch_slab","Birch Slab"
"Minecraft","minecraft:birch_stairs","minecraft:birch_stairs","Birch Stairs"
"Minecraft","minecraft:birch_trapdoor","minecraft:birch_trapdoor","Birch Trapdoor"
"Minecraft","minecraft:birch_wall_hanging_sign","minecraft:birch_hanging_sign","Birch Hanging Sign"
"Minecraft","minecraft:birch_wall_sign","minecraft:birch_sign","Birch Sign"
"Minecraft","minecraft:birch_wood","minecraft:birch_wood","Birch Wood"
"Minecraft","minecraft:black_banner","minecraft:black_banner","Black Banner"
"Minecraft","minecraft:black_bed","minecraft:black_bed","Black Bed"
"Minecraft","minecraft:black_candle","minecraft:black_candle","Black Candle"
"Minecraft","minecraft:black_candle_cake","","Cake with Black Candle"
"Minecraft","minecraft:black_carpet","minecraft:black_carpet","Black Carpet"
"Minecraft","minecraft:black_concrete","minecraft:black_concrete","Black Concrete"
"Minecraft","minecraft:black_concrete_powder","minecraft:black_concrete_powder","Black Concrete Powder"
"Minecraft","minecraft:black_glazed_terracotta","minecraft:black_glazed_terracotta","Black Glazed Terracotta"
"Minecraft","minecraft:black_shulker_box","minecraft:black_shulker_box","Black Shulker Box"
"Minecraft","minecraft:black_stained_glass","minecraft:black_stained_glass","Black Stained Glass"
"Minecraft","minecraft:black_stained_glass_pane","minecraft:black_stained_glass_pane","Black Stained Glass Pane"
"Minecraft","minecraft:black_terracotta","minecraft:black_terracotta","Black Terracotta"
"Minecraft","minecraft:black_wall_banner","minecraft:black_banner","Black Banner"
"Minecraft","minecraft:black_wool","minecraft:black_wool","Black Wool"
"Minecraft","minecraft:blackstone","minecraft:blackstone","Blackstone"
"Minecraft","minecraft:blackstone_slab","minecraft:blackstone_slab","Blackstone Slab"
"Minecraft","minecraft:blackstone_stairs","minecraft:blackstone_stairs","Blackstone Stairs"
"Minecraft","minecraft:blackstone_wall","minecraft:blackstone_wall","Blackstone Wall"
"Minecraft","minecraft:blast_furnace","minecraft:blast_furnace","Blast Furnace"
"Minecraft","minecraft:blue_banner","minecraft:blue_banner","Blue Banner"
"Minecraft","minecraft:blue_bed","minecraft:blue_bed","Blue Bed"
"Minecraft","minecraft:blue_candle","minecraft:blue_candle","Blue Candle"
"Minecraft","minecraft:blue_candle_cake","","Cake with Blue Candle"
"Minecraft","minecraft:blue_carpet","minecraft:blue_carpet","Blue Carpet"
"Minecraft","minecraft:blue_concrete","minecraft:blue_concrete","Blue Concrete"
"Minecraft","minecraft:blue_concrete_powder","minecraft:blue_concrete_powder","Blue Concrete Powder"
"Minecraft","minecraft:blue_glazed_terracotta","minecraft:blue_glazed_terracotta","Blue Glazed Terracotta"
"Minecraft","minecraft:blue_ice","minecraft:blue_ice","Blue Ice"
"Minecraft","minecraft:blue_orchid","minecraft:blue_orchid","Blue Orchid"
"Minecraft","minecraft:blue_shulker_box","minecraft:blue_shulker_box","Blue Shulker Box"
"Minecraft","minecraft:blue_stained_glass","minecraft:blue_stained_glass","Blue Stained Glass"
"Minecraft","minecraft:blue_stained_glass_pane","minecraft:blue_stained_glass_pane","Blue Stained Glass Pane"
"Minecraft","minecraft:blue_terracotta","minecraft:blue_terracotta","Blue Terracotta"
"Minecraft","minecraft:blue_wall_banner","minecraft:blue_banner","Blue Banner"
"Minecraft","minecraft:blue_wool","minecraft:blue_wool","Blue Wool"
"Minecraft","minecraft:bone_block","minecraft:bone_block","Bone Block"
"Minecraft","minecraft:bookshelf","minecraft:bookshelf","Oak Bookshelf"
"Minecraft","minecraft:brain_coral","minecraft:brain_coral","Brain Coral"
"Minecraft","minecraft:brain_coral_block","minecraft:brain_coral_block","Brain Coral Block"
"Minecraft","minecraft:brain_coral_fan","minecraft:brain_coral_fan","Brain Coral Fan"
"Minecraft","minecraft:brain_coral_wall_fan","minecraft:brain_coral_fan","Brain Coral Fan"
"Minecraft","minecraft:brewing_stand","minecraft:brewing_stand","Brewing Stand"
"Minecraft","minecraft:brick_slab","minecraft:brick_slab","Brick Slab"
"Minecraft","minecraft:brick_stairs","minecraft:brick_stairs","Brick Stairs"
"Minecraft","minecraft:brick_wall","minecraft:brick_wall","Brick Wall"
"Minecraft","minecraft:bricks","minecraft:bricks","Bricks"
"Minecraft","minecraft:brown_banner","minecraft:brown_banner","Brown Banner"
"Minecraft","minecraft:brown_bed","minecraft:brown_bed","Brown Bed"
"Minecraft","minecraft:brown_candle","minecraft:brown_candle","Brown Candle"
"Minecraft","minecraft:brown_candle_cake","","Cake with Brown Candle"
"Minecraft","minecraft:brown_carpet","minecraft:brown_carpet","Brown Carpet"
"Minecraft","minecraft:brown_concrete","minecraft:brown_concrete","Brown Concrete"
"Minecraft","minecraft:brown_concrete_powder","minecraft:brown_concrete_powder","Brown Concrete Powder"
"Minecraft","minecraft:brown_glazed_terracotta","minecraft:brown_glazed_terracotta","Brown Glazed Terracotta"
"Minecraft","minecraft:brown_mushroom","minecraft:brown_mushroom","Brown Mushroom"
"Minecraft","minecraft:brown_mushroom_block","minecraft:brown_mushroom_block","Brown Mushroom Block"
"Minecraft","minecraft:brown_shulker_box","minecraft:brown_shulker_box","Brown Shulker Box"
"Minecraft","minecraft:brown_stained_glass","minecraft:brown_stained_glass","Brown Stained Glass"
"Minecraft","minecraft:brown_stained_glass_pane","minecraft:brown_stained_glass_pane","Brown Stained Glass Pane"
"Minecraft","minecraft:brown_terracotta","minecraft:brown_terracotta","Brown Terracotta"
"Minecraft","minecraft:brown_wall_banner","minecraft:brown_banner","Brown Banner"
"Minecraft","minecraft:brown_wool","minecraft:brown_wool","Brown Wool"
"Minecraft","minecraft:bubble_column","","Bubble Column"
"Minecraft","minecraft:bubble_coral","minecraft:bubble_coral","Bubble Coral"
"Minecraft","minecraft:bubble_coral_block","minecraft:bubble_coral_block","Bubble Coral Block"
"Minecraft","minecraft:bubble_coral_fan","minecraft:bubble_coral_fan","Bubble Coral Fan"
"Minecraft","minecraft:bubble_coral_wall_fan","minecraft:bubble_coral_fan","Bubble Coral Fan"
"Minecraft","minecraft:budding_amethyst","minecraft:budding_amethyst","Budding Amethyst"
"Minecraft","minecraft:cactus","minecraft:cactus","Cactus"
"Minecraft","minecraft:cake","minecraft:cake","Cake"
"Minecraft","minecraft:calcite","minecraft:calcite","Calcite"
"Minecraft","minecraft:calibrated_sculk_sensor","minecraft:calibrated_sculk_sensor","Calibrated Sculk Sensor"
"Minecraft","minecraft:campfire","minecraft:campfire","Campfire"
"Minecraft","minecraft:candle","minecraft:candle","Candle"
"Minecraft","minecraft:candle_cake","","Cake with Candle"
"Minecraft","minecraft:carrots","minecraft:carrot","Carrot"
"Minecraft","minecraft:cartography_table","minecraft:cartography_table","Cartography Table"
"Minecraft","minecraft:carved_pumpkin","minecraft:carved_pumpkin","Carved Pumpkin"
"Minecraft","minecraft:cauldron","minecraft:cauldron","Cauldron"
"Minecraft","minecraft:cave_air","","Cave Air"
"Minecraft","minecraft:cave_vines","minecraft:glow_berries","Glow Berries"
"Minecraft","minecraft:cave_vines_plant","","Cave Vines Plant"
"Minecraft","minecraft:chain","minecraft:chain","Chain"
"Minecraft","minecraft:chain_command_block","minecraft:chain_command_block","Chain Command Block"
"Minecraft","minecraft:cherry_button","minecraft:cherry_button","Cherry Button"
"Minecraft","minecraft:cherry_door","minecraft:cherry_door","Cherry Door"
"Minecraft","minecraft:cherry_fence","minecraft:cherry_fence","Cherry Fence"
"Minecraft","minecraft:cherry_fence_gate","minecraft:cherry_fence_gate","Cherry Fence Gate"
"Minecraft","minecraft:cherry_hanging_sign","minecraft:cherry_hanging_sign","Cherry Hanging Sign"
"Minecraft","minecraft:cherry_leaves","minecraft:cherry_leaves","Cherry Leaves"
"Minecraft","minecraft:cherry_log","minecraft:cherry_log","Cherry Log"
"Minecraft","minecraft:cherry_planks","minecraft:cherry_planks","Cherry Planks"
"Minecraft","minecraft:cherry_pressure_plate","minecraft:cherry_pressure_plate","Cherry Pressure Plate"
"Minecraft","minecraft:cherry_sapling","minecraft:cherry_sapling","Cherry Sapling"
"Minecraft","minecraft:cherry_sign","minecraft:cherry_sign","Cherry Sign"
"Minecraft","minecraft:cherry_slab","minecraft:cherry_slab","Cherry Slab"
"Minecraft","minecraft:cherry_stairs","minecraft:cherry_stairs","Cherry Stairs"
"Minecraft","minecraft:cherry_trapdoor","minecraft:cherry_trapdoor","Cherry Trapdoor"
"Minecraft","minecraft:cherry_wall_hanging_sign","minecraft:cherry_hanging_sign","Cherry Hanging Sign"
"Minecraft","minecraft:cherry_wall_sign","minecraft:cherry_sign","Cherry Sign"
"Minecraft","minecraft:cherry_wood","minecraft:cherry_wood","Cherry Wood"
"Minecraft","minecraft:chest","minecraft:chest","Chest"
"Minecraft","minecraft:chipped_anvil","minecraft:chipped_anvil","Chipped Anvil"
"Minecraft","minecraft:chiseled_bookshelf","minecraft:chiseled_bookshelf","Chiseled Oak Bookshelf"
"Minecraft","minecraft:chiseled_deepslate","minecraft:chiseled_deepslate","Chiseled Deepslate"
"Minecraft","minecraft:chiseled_nether_bricks","minecraft:chiseled_nether_bricks","Chiseled Nether Bricks"
"Minecraft","minecraft:chiseled_polished_blackstone","minecraft:chiseled_polished_blackstone","Chiseled Polished Blackstone"
"Minecraft","minecraft:chiseled_quartz_block","minecraft:chiseled_quartz_block","Chiseled Quartz Block"
"Minecraft","minecraft:chiseled_red_sandstone","minecraft:chiseled_red_sandstone","Chiseled Red Sandstone"
"Minecraft","minecraft:chiseled_sandstone","minecraft:chiseled_sandstone","Chiseled Sandstone"
"Minecraft","minecraft:chiseled_stone_bricks","minecraft:chiseled_stone_bricks","Chiseled Stone Bricks"
"Minecraft","minecraft:chorus_flower","minecraft:chorus_flower","Chorus Flower"
"Minecraft","minecraft:chorus_plant","minecraft:chorus_plant","Chorus Plant"
"Minecraft","minecraft:clay","minecraft:clay","Clay"
"Minecraft","minecraft:coal_block","minecraft:coal_block","Block of Coal"
"Minecraft","minecraft:coal_ore","minecraft:coal_ore","Coal Ore"
"Minecraft","minecraft:coarse_dirt","minecraft:coarse_dirt","Coarse Dirt"
"Minecraft","minecraft:cobbled_deepslate","minecraft:cobbled_deepslate","Cobbled Deepslate"
"Minecraft","minecraft:cobbled_deepslate_slab","minecraft:cobbled_deepslate_slab","Cobbled Deepslate Slab"
"Minecraft","minecraft:cobbled_deepslate_stairs","minecraft:cobbled_deepslate_stairs","Cobbled Deepslate Stairs"
"Minecraft","minecraft:cobbled_deepslate_wall","minecraft:cobbled_deepslate_wall","Cobbled Deepslate Wall"
"Minecraft","minecraft:cobblestone","minecraft:cobblestone","Cobblestone"
"Minecraft","minecraft:cobblestone_slab","minecraft:cobblestone_slab","Cobblestone Slab"
"Minecraft","minecraft:cobblestone_stairs","minecraft:cobblestone_stairs","Cobblestone Stairs"
"Minecraft","minecraft:cobblestone_wall","minecraft:cobblestone_wall","Cobblestone Wall"
"Minecraft","minecraft:cobweb","minecraft:cobweb","Cobweb"
"Minecraft","minecraft:cocoa","minecraft:cocoa_beans","Cocoa Beans"
"Minecraft","minecraft:command_block","minecraft:command_block","Command Block"
"Minecraft","minecraft:comparator","minecraft:comparator","Redstone Comparator"
"Minecraft","minecraft:composter","minecraft:composter","Composter"
"Minecraft","minecraft:conduit","minecraft:conduit","Conduit"
"Minecraft","minecraft:copper_block","minecraft:copper_block","Block of Copper"
"Minecraft","minecraft:copper_ore","minecraft:copper_ore","Copper Ore"
"Minecraft","minecraft:cornflower","minecraft:cornflower","Cornflower"
"Minecraft","minecraft:cracked_deepslate_bricks","minecraft:cracked_deepslate_bricks","Cracked Deepslate Bricks"
"Minecraft","minecraft:cracked_deepslate_tiles","minecraft:cracked_deepslate_tiles","Cracked Deepslate Tiles"
"Minecraft","minecraft:cracked_nether_bricks","minecraft:cracked_nether_bricks","Cracked Nether Bricks"
"Minecraft","minecraft:cracked_polished_blackstone_bricks","minecraft:cracked_polished_blackstone_bricks","Cracked Polished Blackstone Bricks"
"Minecraft","minecraft:cracked_stone_bricks","minecraft:cracked_stone_bricks","Cracked Stone Bricks"
"Minecraft","minecraft:crafting_table","minecraft:crafting_table","Crafting Table"
"Minecraft","minecraft:creeper_head","minecraft:creeper_head","Creeper Head"
"Minecraft","minecraft:creeper_wall_head","minecraft:creeper_head","Creeper Head"
"Minecraft","minecraft:crimson_button","minecraft:crimson_button","Crimson Button"
"Minecraft","minecraft:crimson_door","minecraft:crimson_door","Crimson Door"
"Minecraft","minecraft:crimson_fence","minecraft:crimson_fence","Crimson Fence"
"Minecraft","minecraft:crimson_fence_gate","minecraft:crimson_fence_gate","Crimson Fence Gate"
"Minecraft","minecraft:crimson_fungus","minecraft:crimson_fungus","Crimson Fungus"
"Minecraft","minecraft:crimson_hanging_sign","minecraft:crimson_hanging_sign","Crimson Hanging Sign"
"Minecraft","minecraft:crimson_hyphae","minecraft:crimson_hyphae","Crimson Hyphae"
"Minecraft","minecraft:crimson_nylium","minecraft:crimson_nylium","Crimson Nylium"
"Minecraft","minecraft:crimson_planks","minecraft:crimson_planks","Crimson Planks"
"Minecraft","minecraft:crimson_pressure_plate","minecraft:crimson_pressure_plate","Crimson Pressure Plate"
"Minecraft","minecraft:crimson_roots","minecraft:crimson_roots","Crimson Roots"
"Minecraft","minecraft:crimson_sign","minecraft:crimson_sign","Crimson Sign"
"Minecraft","minecraft:crimson_slab","minecraft:crimson_slab","Crimson Slab"
"Minecraft","minecraft:crimson_stairs","minecraft:crimson_stairs","Crimson Stairs"
"Minecraft","minecraft:crimson_stem","minecraft:crimson_stem","Crimson Stem"
"Minecraft","minecraft:crimson_trapdoor","minecraft:crimson_trapdoor","Crimson Trapdoor"
"Minecraft","minecraft:crimson_wall_hanging_sign","minecraft:crimson_hanging_sign","Crimson Hanging Sign"
"Minecraft","minecraft:crimson_wall_sign","minecraft:crimson_sign","Crimson Sign"
"Minecraft","minecraft:crying_obsidian","minecraft:crying_obsidian","Crying Obsidian"
"Minecraft","minecraft:cut_copper","minecraft:cut_copper","Cut Copper"
"Minecraft","minecraft:cut_copper_slab","minecraft:cut_copper_slab","Cut Copper Slab"
"Minecraft","minecraft:cut_copper_stairs","minecraft:cut_copper_stairs","Cut Copper Stairs"
"Minecraft","minecraft:cut_red_sandstone","minecraft:cut_red_sandstone","Cut Red Sandstone"
"Minecraft","minecraft:cut_red_sandstone_slab","minecraft:cut_red_sandstone_slab","Cut Red Sandstone Slab"
"Minecraft","minecraft:cut_sandstone","minecraft:cut_sandstone","Cut Sandstone"
"Minecraft","minecraft:cut_sandstone_slab","minecraft:cut_sandstone_slab","Cut Sandstone Slab"
"Minecraft","minecraft:cyan_banner","minecraft:cyan_banner","Cyan Banner"
"Minecraft","minecraft:cyan_bed","minecraft:cyan_bed","Cyan Bed"
"Minecraft","minecraft:cyan_candle","minecraft:cyan_candle","Cyan Candle"
"Minecraft","minecraft:cyan_candle_cake","","Cake with Cyan Candle"
"Minecraft","minecraft:cyan_carpet","minecraft:cyan_carpet","Cyan Carpet"
"Minecraft","minecraft:cyan_concrete","minecraft:cyan_concrete","Cyan Concrete"
"Minecraft","minecraft:cyan_concrete_powder","minecraft:cyan_concrete_powder","Cyan Concrete Powder"
"Minecraft","minecraft:cyan_glazed_terracotta","minecraft:cyan_glazed_terracotta","Cyan Glazed Terracotta"
"Minecraft","minecraft:cyan_shulker_box","minecraft:cyan_shulker_box","Cyan Shulker Box"
"Minecraft","minecraft:cyan_stained_glass","minecraft:cyan_stained_glass","Cyan Stained Glass"
"Minecraft","minecraft:cyan_stained_glass_pane","minecraft:cyan_stained_glass_pane","Cyan Stained Glass Pane"
"Minecraft","minecraft:cyan_terracotta","minecraft:cyan_terracotta","Cyan Terracotta"
"Minecraft","minecraft:cyan_wall_banner","minecraft:cyan_banner","Cyan Banner"
"Minecraft","minecraft:cyan_wool","minecraft:cyan_wool","Cyan Wool"
"Minecraft","minecraft:damaged_anvil","minecraft:damaged_anvil","Damaged Anvil"
"Minecraft","minecraft:dandelion","minecraft:dandelion","Dandelion"
"Minecraft","minecraft:dark_oak_button","minecraft:dark_oak_button","Dark Oak Button"
"Minecraft","minecraft:dark_oak_door","minecraft:dark_oak_door","Dark Oak Door"
"Minecraft","minecraft:dark_oak_fence","minecraft:dark_oak_fence","Dark Oak Fence"
"Minecraft","minecraft:dark_oak_fence_gate","minecraft:dark_oak_fence_gate","Dark Oak Fence Gate"
"Minecraft","minecraft:dark_oak_hanging_sign","minecraft:dark_oak_hanging_sign","Dark Oak Hanging Sign"
"Minecraft","minecraft:dark_oak_leaves","minecraft:dark_oak_leaves","Dark Oak Leaves"
"Minecraft","minecraft:dark_oak_log","minecraft:dark_oak_log","Dark Oak Log"
"Minecraft","minecraft:dark_oak_planks","minecraft:dark_oak_planks","Dark Oak Planks"
"Minecraft","minecraft:dark_oak_pressure_plate","minecraft:dark_oak_pressure_plate","Dark Oak Pressure Plate"
"Minecraft","minecraft:dark_oak_sapling","minecraft:dark_oak_sapling","Dark Oak Sapling"
"Minecraft","minecraft:dark_oak_sign","minecraft:dark_oak_sign","Dark Oak Sign"
"Minecraft","minecraft:dark_oak_slab","minecraft:dark_oak_slab","Dark Oak Slab"
"Minecraft","minecraft:dark_oak_stairs","minecraft:dark_oak_stairs","Dark Oak Stairs"
"Minecraft","minecraft:dark_oak_trapdoor","minecraft:dark_oak_trapdoor","Dark Oak Trapdoor"
"Minecraft","minecraft:dark_oak_wall_hanging_sign","minecraft:dark_oak_hanging_sign","Dark Oak Hanging Sign"
"Minecraft","minecraft:dark_oak_wall_sign","minecraft:dark_oak_sign","Dark Oak Sign"
"Minecraft","minecraft:dark_oak_wood","minecraft:dark_oak_wood","Dark Oak Wood"
"Minecraft","minecraft:dark_prismarine","minecraft:dark_prismarine","Dark Prismarine"
"Minecraft","minecraft:dark_prismarine_slab","minecraft:dark_prismarine_slab","Dark Prismarine Slab"
"Minecraft","minecraft:dark_prismarine_stairs","minecraft:dark_prismarine_stairs","Dark Prismarine Stairs"
"Minecraft","minecraft:daylight_detector","minecraft:daylight_detector","Daylight Detector"
"Minecraft","minecraft:dead_brain_coral","minecraft:dead_brain_coral","Dead Brain Coral"
"Minecraft","minecraft:dead_brain_coral_block","minecraft:dead_brain_coral_block","Dead Brain Coral Block"
"Minecraft","minecraft:dead_brain_coral_fan","minecraft:dead_brain_coral_fan","Dead Brain Coral Fan"
"Minecraft","minecraft:dead_brain_coral_wall_fan","minecraft:dead_brain_coral_fan","Dead Brain Coral Fan"
"Minecraft","minecraft:dead_bubble_coral","minecraft:dead_bubble_coral","Dead Bubble Coral"
"Minecraft","minecraft:dead_bubble_coral_block","minecraft:dead_bubble_coral_block","Dead Bubble Coral Block"
"Minecraft","minecraft:dead_bubble_coral_fan","minecraft:dead_bubble_coral_fan","Dead Bubble Coral Fan"
"Minecraft","minecraft:dead_bubble_coral_wall_fan","minecraft:dead_bubble_coral_fan","Dead Bubble Coral Fan"
"Minecraft","minecraft:dead_bush","minecraft:dead_bush","Dead Bush"
"Minecraft","minecraft:dead_fire_coral","minecraft:dead_fire_coral","Dead Fire Coral"
"Minecraft","minecraft:dead_fire_coral_block","minecraft:dead_fire_coral_block","Dead Fire Coral Block"
"Minecraft","minecraft:dead_fire_coral_fan","minecraft:dead_fire_coral_fan","Dead Fire Coral Fan"
"Minecraft","minecraft:dead_fire_coral_wall_fan","minecraft:dead_fire_coral_fan","Dead Fire Coral Fan"
"Minecraft","minecraft:dead_horn_coral","minecraft:dead_horn_coral","Dead Horn Coral"
"Minecraft","minecraft:dead_horn_coral_block","minecraft:dead_horn_coral_block","Dead Horn Coral Block"
"Minecraft","minecraft:dead_horn_coral_fan","minecraft:dead_horn_coral_fan","Dead Horn Coral Fan"
"Minecraft","minecraft:dead_horn_coral_wall_fan","minecraft:dead_horn_coral_fan","Dead Horn Coral Fan"
"Minecraft","minecraft:dead_tube_coral","minecraft:dead_tube_coral","Dead Tube Coral"
"Minecraft","minecraft:dead_tube_coral_block","minecraft:dead_tube_coral_block","Dead Tube Coral Block"
"Minecraft","minecraft:dead_tube_coral_fan","minecraft:dead_tube_coral_fan","Dead Tube Coral Fan"
"Minecraft","minecraft:dead_tube_coral_wall_fan","minecraft:dead_tube_coral_fan","Dead Tube Coral Fan"
"Minecraft","minecraft:decorated_pot","minecraft:decorated_pot","Decorated Pot"
"Minecraft","minecraft:deepslate","minecraft:deepslate","Deepslate"
"Minecraft","minecraft:deepslate_brick_slab","minecraft:deepslate_brick_slab","Deepslate Brick Slab"
"Minecraft","minecraft:deepslate_brick_stairs","minecraft:deepslate_brick_stairs","Deepslate Brick Stairs"
"Minecraft","minecraft:deepslate_brick_wall","minecraft:deepslate_brick_wall","Deepslate Brick Wall"
"Minecraft","minecraft:deepslate_bricks","minecraft:deepslate_bricks","Deepslate Bricks"
"Minecraft","minecraft:deepslate_coal_ore","minecraft:deepslate_coal_ore","Deepslate Coal Ore"
"Minecraft","minecraft:deepslate_copper_ore","minecraft:deepslate_copper_ore","Deepslate Copper Ore"
"Minecraft","minecraft:deepslate_diamond_ore","minecraft:deepslate_diamond_ore","Deepslate Diamond Ore"
"Minecraft","minecraft:deepslate_emerald_ore","minecraft:deepslate_emerald_ore","Deepslate Emerald Ore"
"Minecraft","minecraft:deepslate_gold_ore","minecraft:deepslate_gold_ore","Deepslate Gold Ore"
"Minecraft","minecraft:deepslate_iron_ore","minecraft:deepslate_iron_ore","Deepslate Iron Ore"
"Minecraft","minecraft:deepslate_lapis_ore","minecraft:deepslate_lapis_ore","Deepslate Lapis Lazuli Ore"
"Minecraft","minecraft:deepslate_redstone_ore","minecraft:deepslate_redstone_ore","Deepslate Redstone Ore"
