"Mod name","Registry name","Item ID","Display name","Durability","Tags"
"Minecraft","minecraft:netherite_axe",805,"Netherite Axe",2031,"quad:immune/lightning, minecraft:tools, minecraft:breaks_decorated_pots, quad:immune/explosion, forge:tools, quad:immune/fire, minecraft:axes, notreepunching:weak_saws, quad:immune/all, c:axes, forge:tools/axes, quad:immune/cactus"
"Minecraft","minecraft:netherite_boots",839,"Netherite Boots",481,"quad:immune/lightning, forge:armors/boots, bookshelf:armor, forge:armors, quad:immune/explosion, bookshelf:boots, quad:immune/fire, forge:armor, minecraft:trimmable_armor, quad:immune/all, forge:boots, quad:immune/cactus"
"Minecraft","minecraft:netherite_chestplate",837,"Netherite Chestplate",592,"quad:immune/lightning, bookshelf:armor, forge:armors, quad:immune/explosion, forge:chestplates, forge:armors/chestplates, quad:immune/fire, forge:armor, minecraft:trimmable_armor, quad:immune/all, bookshelf:chestplates, quad:immune/cactus"
"Minecraft","minecraft:netherite_helmet",836,"Netherite Helmet",407,"quad:immune/lightning, bookshelf:armor, forge:armors, quad:immune/explosion, forge:helmets, quad:immune/fire, forge:armor, minecraft:trimmable_armor, quad:immune/all, bookshelf:helmets, forge:armors/helmets, quad:immune/cactus"
"Minecraft","minecraft:netherite_hoe",806,"Netherite Hoe",2031,"minecraft:hoes, quad:immune/fire, quad:immune/explosion, forge:tools, quad:immune/all, quad:immune/lightning, quad:immune/cactus, c:hoes, minecraft:breaks_decorated_pots, minecraft:tools, quark:big_harvesting_hoes"
"Minecraft","minecraft:netherite_leggings",838,"Netherite Leggings",555,"forge:armors/leggings, quad:immune/lightning, bookshelf:armor, forge:armors, quad:immune/explosion, bookshelf:leggings, quad:immune/fire, forge:armor, minecraft:trimmable_armor, quad:immune/all, forge:leggings, quad:immune/cactus"
"Minecraft","minecraft:netherite_pickaxe",804,"Netherite Pickaxe",2031,"quad:immune/lightning, minecraft:tools, minecraft:breaks_decorated_pots, forge:tools/pickaxes, quad:immune/explosion, forge:tools, minecraft:cluster_max_harvestables, quad:immune/fire, minecraft:pickaxes, quad:immune/all, c:pickaxes, quad:immune/cactus"
"Minecraft","minecraft:netherite_shovel",803,"Netherite Shovel",2031,"quad:immune/fire, c:shovels, quad:immune/explosion, forge:tools, quad:immune/all, quad:immune/lightning, minecraft:shovels, quad:immune/cactus, forge:tools/shovels, minecraft:breaks_decorated_pots, minecraft:tools"
"Minecraft","minecraft:netherite_sword",802,"Netherite Sword",2031,"quad:immune/lightning, bakery:knives, minecraft:tools, minecraft:breaks_decorated_pots, quad:immune/explosion, minecraft:swords, spartanweaponry:oilable_weapons, forge:tools, quad:immune/fire, c:swords, quad:immune/all, quad:immune/cactus"
"Minecraft","minecraft:shears",942,"Shears",238,"bakery:knives, c:shears, biomeswevegone:shears, forge:shears, bookshelf:shears, notreepunching:shears"
"Minecraft","minecraft:shield",1116,"Shield",336,"forge:tools/shields, bookshelf:shields, forge:shields, c:shields, forge:tools, farmersdelight:offhand_equipment"
"Minecraft","minecraft:stone_axe",785,"Stone Axe",131,"minecraft:tools, minecraft:axes, minecraft:breaks_decorated_pots, c:axes, forge:tools/axes, forge:tools"
"Minecraft","minecraft:stone_hoe",786,"Stone Hoe",131,"minecraft:breaks_decorated_pots, c:hoes, minecraft:hoes, minecraft:tools, forge:tools"
"Minecraft","minecraft:stone_pickaxe",784,"Stone Pickaxe",131,"minecraft:tools, minecraft:pickaxes, c:pickaxes, forge:tools/pickaxes, forge:tools, minecraft:breaks_decorated_pots, terralith:spire/junk_tools, minecraft:cluster_max_harvestables"
"Minecraft","minecraft:stone_shovel",783,"Stone Shovel",131,"minecraft:shovels, minecraft:tools, minecraft:breaks_decorated_pots, forge:tools/shovels, c:shovels, forge:tools"
"Minecraft","minecraft:stone_sword",782,"Stone Sword",131,"spartanweaponry:oilable_weapons, bakery:knives, minecraft:tools, minecraft:swords, forge:tools, minecraft:breaks_decorated_pots, terralith:spire/junk_tools, c:swords"
"Minecraft","minecraft:trident",1139,"Trident",250,"farmersdelight:flat_on_cutting_board, forge:tools, minecraft:tools, forge:spears, forge:tools/tridents, c:spears, minecraft:breaks_decorated_pots"
"Minecraft","minecraft:turtle_helmet",756,"Turtle Shell",275,"bookshelf:armor, forge:helmets, forge:armor, minecraft:trimmable_armor, forge:armors/helmets, bookshelf:helmets, forge:armors"
"Minecraft","minecraft:warped_fungus_on_a_stick",734,"Warped Fungus on a Stick",100,""
"Minecraft","minecraft:wooden_axe",780,"Wooden Axe",59,"c:axes, forge:tools/axes, minecraft:axes, forge:tools, terralith:spire/junk_tools, minecraft:tools, minecraft:breaks_decorated_pots"
"Minecraft","minecraft:wooden_hoe",781,"Wooden Hoe",59,"terralith:spire/junk_tools, minecraft:tools, minecraft:breaks_decorated_pots, c:hoes, forge:tools, minecraft:hoes"
"Minecraft","minecraft:wooden_pickaxe",779,"Wooden Pickaxe",59,"minecraft:tools, minecraft:pickaxes, c:pickaxes, forge:tools/pickaxes, forge:tools, minecraft:breaks_decorated_pots, terralith:spire/junk_tools, minecraft:cluster_max_harvestables"
"Minecraft","minecraft:wooden_shovel",778,"Wooden Shovel",59,"forge:tools/shovels, forge:tools, terralith:spire/junk_tools, minecraft:tools, c:shovels, minecraft:breaks_decorated_pots, minecraft:shovels"
"Minecraft","minecraft:wooden_sword",777,"Wooden Sword",59,"spartanweaponry:oilable_weapons, bakery:knives, minecraft:tools, minecraft:swords, forge:tools, minecraft:breaks_decorated_pots, terralith:spire/junk_tools, c:swords"
"Unknown","adchimneys:wooden_paintbrush",7697,"Wooden Paintbrush",64,""
"Unknown","adpother:aerometer",5838,"Aerometer",4,""
"Unknown","adpother:diamond_respirator",5849,"Diamond Respirator",144,""
"Unknown","adpother:diamond_vacuum_bag",5847,"Diamond Vacuum Bag",64,"curios:back"
"Unknown","adpother:diamond_vacuum_tube",5848,"Diamond Vacuum Tube",144,""
"Unknown","adpother:gold_respirator",5845,"Golden Respirator",72,""
"Unknown","adpother:gold_vacuum_bag",5843,"Golden Vacuum Bag",64,"curios:back"
"Unknown","adpother:gold_vacuum_tube",5844,"Golden Vacuum Tube",72,""
"Unknown","adpother:iron_respirator",5841,"Iron Respirator",60,""
"Unknown","adpother:iron_vacuum_bag",5839,"Iron Vacuum Bag",64,"curios:back"
"Unknown","adpother:iron_vacuum_tube",5840,"Iron Vacuum Tube",60,""
"Unknown","alexsmobs:blood_sprayer",12612,"Blood Sprayer",100,""
"Unknown","alexsmobs:centipede_leggings",12625,"Cave Centipede Leggings",320,"forge:armors/leggings, forge:armors"
"Unknown","alexsmobs:crocodile_chestplate",12605,"Crocodile Chestplate",330,"forge:armors/chestplates, forge:armors"
"Unknown","alexsmobs:dimensional_carver",12684,"Dimensional Carver",20,""
"Unknown","alexsmobs:echolocator",12669,"Echolocator",100,""
"Unknown","alexsmobs:emu_leggings",12659,"Outback Leggings",144,"forge:armors/leggings, forge:armors"
"Unknown","alexsmobs:endolocator",12670,"Endolocator",25,""
"Unknown","alexsmobs:fedora",12661,"Fedora",130,"forge:armors/helmets, forge:armors"
"Unknown","alexsmobs:flying_fish_boots",12719,"Flying Fish Boots",99,"forge:armors, forge:armors/boots"
"Unknown","alexsmobs:frontier_cap",12633,"Frontiersman's Cap",221,"forge:armors/helmets, forge:armors"
"Unknown","alexsmobs:froststalker_helmet",12691,"Froststalker Helmet",117,"forge:armors/helmets, forge:armors"
"Unknown","alexsmobs:ghostly_pickaxe",12729,"Ghostly Pickaxe",250,"forge:tools/pickaxes, minecraft:cluster_max_harvestables, forge:tools, minecraft:tools, c:pickaxes, minecraft:breaks_decorated_pots, minecraft:pickaxes"
"Unknown","alexsmobs:hemolymph_blaster",12651,"Hemolymph Blaster",150,""
"Unknown","alexsmobs:moose_headgear",12628,"Antler Headdress",247,"forge:armors/helmets, forge:armors"
"Unknown","alexsmobs:novelty_hat",12725,"Novelty Hat",130,""
"Unknown","alexsmobs:pocket_sand",12648,"Pocket of Sand",220,""
"Unknown","alexsmobs:pupfish_locator",12712,"Strange Fish Finder",200,""
"Unknown","alexsmobs:roadrunner_boots",12600,"Roadrunner Boots",198,"forge:armors, forge:armors/boots"
"Unknown","alexsmobs:rocky_chestplate",12701,"Rock Shell Chestplate",300,"forge:armors/chestplates, forge:armors"
"Unknown","alexsmobs:shattered_dimensional_carver",12685,"Shattered Dimensional Carver",4,""
"Unknown","alexsmobs:shield_of_the_deep",12688,"Shield Of The Deep",400,""
"Unknown","alexsmobs:skelewag_sword",12724,"Skelewag Skull",430,"minecraft:swords, minecraft:breaks_decorated_pots, minecraft:tools, c:swords, forge:tools"
"Unknown","alexsmobs:sombrero",12638,"Sombrero",182,"forge:armors/helmets, forge:armors"
"Unknown","alexsmobs:spiked_turtle_shell",12645,"Spiked Turtle Shell",455,"forge:armors/helmets, forge:armors"
"Unknown","alexsmobs:squid_grapple",12710,"Grappling Squok",450,""
"Unknown","alexsmobs:stink_ray",12738,"Stink Ray",5,""
"Unknown","alexsmobs:straddleboard",12655,"Straddleboard",220,""
"Unknown","alexsmobs:tarantula_hawk_elytra",12680,"Tarantula Hawk Elytra",800,""
"Unknown","alexsmobs:tendon_whip",12731,"Tendon Whip",250,""
"Unknown","alexsmobs:unsettling_kimono",12732,"Unsettling Kimono",120,"forge:armors/chestplates, forge:armors"
"Unknown","aquaculture:diamond_fillet_knife",9538,"Diamond Fillet Knife",1170,"forge:tools/scavenging, notreepunching:knives, forge:tools, forge:tools/knives"
"Unknown","aquaculture:diamond_fishing_rod",9517,"Diamond Fishing Rod",450,"forge:tools/fishing_rods, forge:tools"
"Unknown","aquaculture:gold_fillet_knife",9537,"Gold Fillet Knife",24,"forge:tools/knives, forge:tools/scavenging, minecraft:piglin_loved, notreepunching:knives, forge:tools"
"Unknown","aquaculture:gold_fishing_rod",9516,"Golden Fishing Rod",55,"forge:tools, forge:tools/fishing_rods, minecraft:piglin_loved"
"Unknown","aquaculture:iron_fillet_knife",9536,"Iron Fillet Knife",187,"forge:tools/scavenging, notreepunching:knives, forge:tools, forge:tools/knives"
"Unknown","aquaculture:iron_fishing_rod",9515,"Iron Fishing Rod",125,"forge:tools/fishing_rods, forge:tools"
"Unknown","aquaculture:leech",9613,"Leech",0,""
"Unknown","aquaculture:minnow",9592,"Minnow",0,"naturalist:duck_food_items, alexsmobs:bald_eagle_foodstuffs, minecraft:fishes, cold_sweat:chameleon/taming, forge:meats, alexsmobs:shoebill_foodstuffs, alexsmobs:platypus_foodstuffs, quark:crab_tempt_items, alexsmobs:caiman_foodstuffs, farmersdelight:cabbage_roll_ingredients, cookyourfood:raw_food_normal, alexsmobs:seal_offerings, aquaculturedelight:fillet_one, forge:raw_fishes"
"Unknown","aquaculture:neptunium_axe",9526,"Neptunium Axe",1796,"aquaculture:tooltip, minecraft:breaks_decorated_pots, minecraft:axes, minecraft:tools, forge:tools"
"Unknown","aquaculture:neptunium_boots",9533,"Neptunium Boots",455,"forge:armors, aquaculture:tooltip, forge:armors/boots"
"Unknown","aquaculture:neptunium_bow",9529,"Neptunium Bow",2500,"forge:tools/bows, c:bows, forge:tools, aquaculture:tooltip"
"Unknown","aquaculture:neptunium_chestplate",9531,"Neptunium Chestplate",560,"forge:armors, aquaculture:tooltip, forge:armors/chestplates"
"Unknown","aquaculture:neptunium_fishing_rod",9518,"Neptunium Fishing Rod",1000,"aquaculture:tooltip, forge:tools, forge:tools/fishing_rods"
"Unknown","aquaculture:neptunium_helmet",9530,"Neptunium Helmet",385,"forge:armors/helmets, aquaculture:tooltip, forge:armors"
"Unknown","aquaculture:neptunium_hoe",9527,"Neptunium Hoe",1796,"minecraft:tools, aquaculture:tooltip, minecraft:breaks_decorated_pots, c:hoes, forge:tools, minecraft:hoes"
"Unknown","aquaculture:neptunium_leggings",9532,"Neptunium Leggings",525,"forge:armors/leggings, aquaculture:tooltip, forge:armors"
"Unknown","aquaculture:neptunium_pickaxe",9524,"Neptunium Pickaxe",1796,"minecraft:pickaxes, aquaculture:tooltip, minecraft:breaks_decorated_pots, minecraft:tools, forge:tools"
"Unknown","aquaculture:neptunium_shovel",9525,"Neptunium Shovel",1796,"minecraft:shovels, aquaculture:tooltip, minecraft:breaks_decorated_pots, minecraft:tools, forge:tools"
"Unknown","aquaculture:neptunium_sword",9528,"Neptunium Sword",1796,"c:swords, minecraft:tools, aquaculture:tooltip, minecraft:breaks_decorated_pots, minecraft:swords, forge:tools"
"Unknown","aquaculture:stone_fillet_knife",9535,"Stone Fillet Knife",98,"forge:tools/scavenging, notreepunching:knives, forge:tools, forge:tools/knives"
"Unknown","aquaculture:wooden_fillet_knife",9534,"Wooden Fillet Knife",44,"forge:tools/scavenging, notreepunching:knives, forge:tools, forge:tools/knives"
"Unknown","aquaculture:worm",9519,"Worm",0,""
"Unknown","aquaculturedelight:neptunium_knife",7259,"Neptunium Knife",4000,"farmersdelight:straw_harvesters, farmersdelight:tools/knives, bakery:knives, aquaculturedelight:neptunium_knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools"
"Unknown","arphex:dagger_of_dissolution",2495,"Dagger Of Dissolution",300,""
"Unknown","arphex:eternal_boots",2580,"Eternal Boots (coming soon)",13000,""
"Unknown","arphex:eternal_chestplate",2578,"Eternal Chestplate (coming soon)",16000,""
"Unknown","arphex:eternal_helmet",2577,"Eternal Helmet (coming soon)",11000,""
"Unknown","arphex:eternal_leggings",2579,"Eternal Leggings (coming soon)",15000,""
"Unknown","arphex:infernal_boots",2524,"Infernal Boots",13000,""
"Unknown","arphex:infernal_chestplate",2522,"Infernal Chestplate",16000,""
"Unknown","arphex:infernal_helmet",2521,"Infernal Helmet",11000,""
"Unknown","arphex:infernal_leggings",2523,"Infernal Leggings",15000,""
"Unknown","arphex:spectral_boots",2566,"Spectral Boots",13000,""
"Unknown","arphex:spectral_chestplate",2564,"Spectral Chestplate",16000,""
"Unknown","arphex:spectral_helmet",2563,"Spectral Helmet",11000,""
"Unknown","arphex:spectral_leggings",2565,"Spectral Leggings",15000,""
"Unknown","arphex:umbral_boots",2549,"Umbral Boots",13000,""
"Unknown","arphex:umbral_chestplate",2547,"Umbral Chestplate",16000,""
"Unknown","arphex:umbral_helmet",2546,"Umbral Helmet",11000,""
"Unknown","arphex:umbral_leggings",2548,"Umbral Leggings",15000,""
"Unknown","bakery:bread_knife",15647,"Bread Knife",250,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","bakery:rolling_pin",15646,"Rolling Pin",59,""
"Unknown","bakery:small_cooking_pot",15648,"Small Cooking Pot",200,""
"Unknown","benssharks:jagged_boots",12470,"Jagged Boots",429,""
"Unknown","benssharks:jagged_chestplate",12468,"Jagged Chestplate",528,""
"Unknown","benssharks:jagged_helmet",12467,"Jagged Helmet",363,""
"Unknown","benssharks:jagged_leggings",12469,"Jagged Leggings",495,""
"Unknown","berries_and_cherries:ironknife",1406,"Iron Knife",100,"forge:knives, forge:tools/knives, forge:tools/scavenging, notreepunching:knives, forge:tools"
"Unknown","chalk:black_chalk",8366,"Black Chalk",64,"chalk:chalks, forge:chalks, forge:dyes/black, c:dyes, balm:black_dyes, c:black_dyes, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:blue_chalk",8360,"Blue Chalk",64,"chalk:chalks, forge:chalks, balm:blue_dyes, c:dyes, forge:dyes/blue, c:blue_dyes, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:brown_chalk",8370,"Brown Chalk",64,"chalk:chalks, forge:chalks, c:dyes, balm:brown_dyes, c:brown_dyes, balm:dyes, forge:dyes/brown, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:cyan_chalk",8372,"Cyan Chalk",64,"chalk:chalks, forge:chalks, c:cyan_dyes, c:dyes, forge:dyes/cyan, balm:dyes, balm:cyan_dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:gray_chalk",8373,"Gray Chalk",64,"chalk:chalks, c:gray_dyes, forge:chalks, forge:dyes/gray, c:dyes, balm:gray_dyes, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:green_chalk",8369,"Green Chalk",64,"forge:chalks, chalk:chalks, forge:dyes/green, balm:green_dyes, c:dyes, c:green_dyes, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:light_blue_chalk",8359,"Light Blue Chalk",64,"chalk:chalks, balm:light_blue_dyes, forge:chalks, c:dyes, c:light_blue_dyes, forge:dyes/light_blue, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:light_gray_chalk",8361,"Light Gray Chalk",64,"chalk:chalks, forge:chalks, c:dyes, forge:dyes/light_gray, balm:light_gray_dyes, balm:dyes, forge:dyes, hearth_and_home:not_washable, c:light_gray_dyes"
"Unknown","chalk:lime_chalk",8358,"Lime Chalk",64,"c:lime_dyes, chalk:chalks, forge:chalks, c:dyes, balm:lime_dyes, balm:dyes, forge:dyes, forge:dyes/lime, hearth_and_home:not_washable"
"Unknown","chalk:magenta_chalk",8371,"Magenta Chalk",64,"forge:dyes/magenta, chalk:chalks, c:magenta_dyes, forge:chalks, c:dyes, balm:magenta_dyes, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:orange_chalk",8364,"Orange Chalk",64,"chalk:chalks, forge:chalks, c:dyes, balm:orange_dyes, forge:dyes/orange, balm:dyes, c:orange_dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:pink_chalk",8363,"Pink Chalk",64,"chalk:chalks, forge:chalks, balm:pink_dyes, c:dyes, forge:dyes/pink, c:pink_dyes, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:purple_chalk",8365,"Purple Chalk",64,"chalk:chalks, balm:purple_dyes, forge:chalks, c:dyes, c:purple_dyes, forge:dyes/purple, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:red_chalk",8368,"Red Chalk",64,"c:red_dyes, chalk:chalks, forge:dyes/red, forge:chalks, c:dyes, balm:red_dyes, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:white_chalk",8362,"White Chalk",64,"chalk:chalks, c:white_dyes, forge:chalks, forge:dyes/white, c:dyes, balm:dyes, balm:white_dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","chalk:yellow_chalk",8367,"Yellow Chalk",64,"chalk:chalks, c:yellow_dyes, forge:chalks, c:dyes, forge:dyes/yellow, balm:yellow_dyes, balm:dyes, forge:dyes, hearth_and_home:not_washable"
"Unknown","cold_sweat:goat_fur_boots",9506,"Goat Fur Boots",130,""
"Unknown","cold_sweat:goat_fur_cap",9503,"Goat Fur Cap",110,""
"Unknown","cold_sweat:goat_fur_pants",9505,"Goat Fur Pants",150,""
"Unknown","cold_sweat:goat_fur_parka",9504,"Goat Fur Parka",160,""
"Unknown","cold_sweat:hoglin_headpiece",9499,"Hoglin Headpiece",154,""
"Unknown","cold_sweat:hoglin_hooves",9502,"Hoglin Hooves",182,""
