"Mod name","Registry name","Item ID","Display name","Recipe name","Tags"
"Minecraft","biomeswevegone:cut_purple_sandstone_slab",13972,"Cut Purple Sandstone Slab","minecraft:cut_purple_sandstone_slab_from_cut_purple_sandstone_stonecutting","minecraft:slabs, biomeswevegone:purple_sandstone_slabs"
"Minecraft","biomeswevegone:cut_purple_sandstone_slab",13972,"Cut Purple Sandstone Slab","minecraft:cut_purple_sandstone_slab_from_purple_sandstone_stonecutting","minecraft:slabs, biomeswevegone:purple_sandstone_slabs"
"Minecraft","biomeswevegone:cut_white_sandstone",13949,"Cut White Sandstone","minecraft:cut_white_sandstone_from_white_sandstone_stonecutting","biomeswevegone:white_sandstone_blocks, forge:sandstone"
"Minecraft","biomeswevegone:cut_white_sandstone_slab",13950,"Cut White Sandstone Slab","minecraft:cut_white_sandstone_slab_from_cut_white_sandstone_stonecutting","minecraft:slabs, biomeswevegone:white_sandstone_slabs"
"Minecraft","biomeswevegone:cut_white_sandstone_slab",13950,"Cut White Sandstone Slab","minecraft:cut_white_sandstone_slab_from_white_sandstone_stonecutting","minecraft:slabs, biomeswevegone:white_sandstone_slabs"
"Minecraft","biomeswevegone:cut_windswept_sandstone",13993,"Cut Windswept Sandstone","minecraft:cut_windswept_sandstone_from_windswept_sandstone_stonecutting","biomeswevegone:windswept_sandstone_blocks, forge:sandstone"
"Minecraft","biomeswevegone:cut_windswept_sandstone_slab",13994,"Cut Windswept Sandstone Slab","minecraft:cut_windswept_sandstone_slab_from_cut_windswept_sandstone_stonecutting","biomeswevegone:windswept_sandstone_slabs, minecraft:slabs"
"Minecraft","biomeswevegone:cut_windswept_sandstone_slab",13994,"Cut Windswept Sandstone Slab","minecraft:cut_windswept_sandstone_slab_from_windswept_sandstone_stonecutting","biomeswevegone:windswept_sandstone_slabs, minecraft:slabs"
"Minecraft","biomeswevegone:dacite_brick_slab",14111,"Dacite Brick Slab","minecraft:dacite_brick_slab_from_dacite_bricks_stonecutting","minecraft:slabs"
"Minecraft","biomeswevegone:dacite_brick_stairs",14112,"Dacite Brick Stairs","minecraft:dacite_brick_stairs_from_dacite_bricks_stonecutting","minecraft:stairs"
"Minecraft","biomeswevegone:dacite_brick_wall",14113,"Dacite Brick Wall","minecraft:dacite_brick_wall_from_dacite_bricks_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:dacite_bricks",14110,"Dacite Bricks","minecraft:dacite_bricks_from_dacite_stonecutting",""
"Minecraft","biomeswevegone:dacite_cobblestone_slab",14115,"Dacite Cobblestone Slab","minecraft:dacite_cobblestone_slab_from_dacite_cobblestone_stonecutting","minecraft:slabs"
"Minecraft","biomeswevegone:dacite_cobblestone_stairs",14116,"Dacite Cobblestone Stairs","minecraft:dacite_cobblestone_stairs_from_dacite_cobblestone_stonecutting","minecraft:stairs"
"Minecraft","biomeswevegone:dacite_cobblestone_wall",14117,"Dacite Cobblestone Wall","minecraft:dacite_cobblestone_wall_from_dacite_cobblestone_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:dacite_slab",14107,"Dacite Slab","minecraft:dacite_slab_from_dacite_stonecutting","minecraft:slabs"
"Minecraft","biomeswevegone:dacite_stairs",14108,"Dacite Stairs","minecraft:dacite_stairs_from_dacite_stonecutting","minecraft:stairs"
"Minecraft","biomeswevegone:dacite_tile",14119,"Dacite Tile","minecraft:dacite_tile_from_dacite_bricks_stonecutting",""
"Minecraft","biomeswevegone:dacite_tile_slab",14120,"Dacite Tile Slab","minecraft:dacite_tile_slab_from_dacite_tile_stonecutting","minecraft:slabs"
"Minecraft","biomeswevegone:dacite_tile_stairs",14121,"Dacite Tile Stairs","minecraft:dacite_tile_stairs_from_dacite_tile_stonecutting","minecraft:stairs"
"Minecraft","biomeswevegone:dacite_tile_wall",14122,"Dacite Tile Wall","minecraft:dacite_tile_wall_from_dacite_tile_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:dacite_wall",14109,"Dacite Wall","minecraft:dacite_wall_from_dacite_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:mossy_red_rock_brick_slab",14143,"Mossy Red Rock Brick Slab","minecraft:mossy_red_rock_brick_slab_from_mossy_red_rock_bricks_stonecutting","minecraft:slabs"
"Minecraft","biomeswevegone:mossy_red_rock_brick_stairs",14144,"Mossy Red Rock Brick Stairs","minecraft:mossy_red_rock_brick_stairs_from_mossy_red_rock_bricks_stonecutting","minecraft:stairs"
"Minecraft","biomeswevegone:mossy_red_rock_brick_wall",14145,"Mossy Red Rock Brick Wall","minecraft:mossy_red_rock_brick_wall_from_mossy_red_rock_bricks_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:mossy_stone_slab",14147,"Mossy Stone Slab","minecraft:mossy_stone_slab_from_mossy_stone_stonecutting","minecraft:slabs"
"Minecraft","biomeswevegone:mossy_stone_stairs",14148,"Mossy Stone Stairs","minecraft:mossy_stone_stairs_from_mossy_stone_stonecutting","minecraft:stairs"
"Minecraft","biomeswevegone:mossy_stone_wall",14149,"Mossy Stone Wall","minecraft:mossy_stone_wall_from_mossy_stone_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:pink_allium",14023,"Pink Allium","minecraft:pink_allium","aquaculture:turtle_edible, biomeswevegone:dye/makes_pink_dye, bloomingnature:small_flower, minecraft:flowers, alexsmobs:hummingbird_breedables, biomeswevegone:flowers/alliums, minecraft:small_flowers, alexsmobs:tarantula_hawk_foodstuffs, biomeswevegone:flowers/alliums/short"
"Minecraft","biomeswevegone:pink_allium_petal_block",14026,"Pink Allium Petal Block","minecraft:pink_allium_petal_block",""
"Minecraft","biomeswevegone:pink_sandstone_slab",13975,"Pink Sandstone Slab","minecraft:pink_sandstone_slab_from_pink_sandstone_stonecutting","biomeswevegone:pink_sandstone_slabs, minecraft:slabs"
"Minecraft","biomeswevegone:pink_sandstone_stairs",13976,"Pink Sandstone Stairs","minecraft:pink_sandstone_stairs_from_pink_sandstone_stonecutting","biomeswevegone:pink_sandstone_stairs, minecraft:stairs"
"Minecraft","biomeswevegone:pink_sandstone_wall",13977,"Pink Sandstone Wall","minecraft:pink_sandstone_wall_from_pink_sandstone_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:purple_sandstone_slab",13964,"Purple Sandstone Slab","minecraft:purple_sandstone_slab_from_purple_sandstone_stonecutting","minecraft:slabs, biomeswevegone:purple_sandstone_slabs"
"Minecraft","biomeswevegone:purple_sandstone_stairs",13965,"Purple Sandstone Stairs","minecraft:purple_sandstone_stairs_from_purple_sandstone_stonecutting","biomeswevegone:purple_sandstone_stairs, minecraft:stairs"
"Minecraft","biomeswevegone:purple_sandstone_wall",13966,"Purple Sandstone Wall","minecraft:purple_sandstone_wall_from_purple_sandstone_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:red_rock_brick_slab",14131,"Red Rock Brick Slab","minecraft:red_rock_brick_slab_from_red_rock_bricks_stonecutting","minecraft:slabs"
"Minecraft","biomeswevegone:red_rock_brick_stairs",14132,"Red Rock Brick Stairs","minecraft:red_rock_brick_stairs_from_red_rock_bricks_stonecutting","minecraft:stairs"
"Minecraft","biomeswevegone:red_rock_brick_wall",14133,"Red Rock Brick Wall","minecraft:red_rock_brick_wall_from_red_rock_bricks_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:red_rock_bricks",14130,"Red Rock Bricks","minecraft:red_rock_bricks_from_red_rock_stonecutting",""
"Minecraft","biomeswevegone:red_rock_slab",14127,"Red Rock Slab","minecraft:red_rock_slab_from_red_rock_stonecutting","minecraft:slabs"
"Minecraft","biomeswevegone:red_rock_stairs",14128,"Red Rock Stairs","minecraft:red_rock_stairs_from_red_rock_stonecutting","minecraft:stairs"
"Minecraft","biomeswevegone:red_rock_wall",14129,"Red Rock Wall","minecraft:red_rock_wall_from_red_rock_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:rocky_stone_slab",14151,"Rocky Stone Slab","minecraft:rocky_stone_slab_from_rocky_stone_stonecutting","minecraft:slabs"
"Minecraft","biomeswevegone:rocky_stone_stairs",14152,"Rocky Stone Stairs","minecraft:rocky_stone_stairs_from_rocky_stone_stonecutting","minecraft:stairs"
"Minecraft","biomeswevegone:rocky_stone_wall",14153,"Rocky Stone Wall","minecraft:rocky_stone_wall_from_rocky_stone_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:rose",14033,"Rose","minecraft:rose","alexsmobs:tarantula_hawk_foodstuffs, alexsmobs:hummingbird_breedables, biomeswevegone:flowers/roses, bloomingnature:small_flower, minecraft:flowers, biomeswevegone:dye/makes_red_dye, minecraft:small_flowers, aquaculture:turtle_edible"
"Minecraft","biomeswevegone:rose_petal_block",14038,"Rose Petal Block","minecraft:rose_petal_block",""
"Minecraft","biomeswevegone:smooth_black_sandstone_slab",13936,"Smooth Black Sandstone Slab","minecraft:smooth_black_sandstone_slab_from_black_sandstone_stonecutting","biomeswevegone:black_sandstone_slabs, minecraft:slabs"
"Minecraft","biomeswevegone:smooth_black_sandstone_stairs",13937,"Smooth Black Sandstone Stairs","minecraft:smooth_black_sandstone_stairs_from_black_sandstone_stonecutting","minecraft:stairs, biomeswevegone:black_sandstone_stairs"
"Minecraft","biomeswevegone:smooth_blue_sandstone_slab",13958,"Smooth Blue Sandstone Slab","minecraft:smooth_blue_sandstone_slab_from_blue_sandstone_stonecutting","minecraft:slabs, biomeswevegone:blue_sandstone_slabs"
"Minecraft","biomeswevegone:smooth_blue_sandstone_stairs",13959,"Smooth Blue Sandstone Stairs","minecraft:smooth_blue_sandstone_stairs_from_blue_sandstone_stonecutting","biomeswevegone:blue_sandstone_stairs, minecraft:stairs"
"Minecraft","biomeswevegone:smooth_pink_sandstone_slab",13980,"Smooth Pink Sandstone Slab","minecraft:smooth_pink_sandstone_slab_from_pink_sandstone_stonecutting","biomeswevegone:pink_sandstone_slabs, minecraft:slabs"
"Minecraft","biomeswevegone:smooth_pink_sandstone_stairs",13981,"Smooth Pink Sandstone Stairs","minecraft:smooth_pink_sandstone_stairs_from_pink_sandstone_stonecutting","biomeswevegone:pink_sandstone_stairs, minecraft:stairs"
"Minecraft","biomeswevegone:smooth_purple_sandstone_slab",13969,"Smooth Purple Sandstone Slab","minecraft:smooth_purple_sandstone_slab_from_purple_sandstone_stonecutting","minecraft:slabs, biomeswevegone:purple_sandstone_slabs"
"Minecraft","biomeswevegone:smooth_purple_sandstone_stairs",13970,"Smooth Purple Sandstone Stairs","minecraft:smooth_purple_sandstone_stairs_from_purple_sandstone_stonecutting","biomeswevegone:purple_sandstone_stairs, minecraft:stairs"
"Minecraft","biomeswevegone:smooth_white_sandstone_slab",13947,"Smooth White Sandstone Slab","minecraft:smooth_white_sandstone_slab_from_white_sandstone_stonecutting","minecraft:slabs, biomeswevegone:white_sandstone_slabs"
"Minecraft","biomeswevegone:smooth_white_sandstone_stairs",13948,"Smooth White Sandstone Stairs","minecraft:smooth_white_sandstone_stairs_from_white_sandstone_stonecutting","minecraft:stairs, biomeswevegone:white_sandstone_stairs"
"Minecraft","biomeswevegone:smooth_windswept_sandstone_slab",13991,"Smooth Windswept Sandstone Slab","minecraft:smooth_windswept_sandstone_slab_from_windswept_sandstone_stonecutting","biomeswevegone:windswept_sandstone_slabs, minecraft:slabs"
"Minecraft","biomeswevegone:smooth_windswept_sandstone_stairs",13992,"Smooth Windswept Sandstone Stairs","minecraft:smooth_windswept_sandstone_stairs_from_windswept_sandstone_stonecutting","minecraft:stairs, biomeswevegone:windswept_sandstone_stairs"
"Minecraft","biomeswevegone:white_allium",14027,"White Allium","minecraft:white_allium","aquaculture:turtle_edible, bloomingnature:small_flower, minecraft:flowers, alexsmobs:hummingbird_breedables, biomeswevegone:flowers/alliums, minecraft:small_flowers, biomeswevegone:dye/makes_white_dye, alexsmobs:tarantula_hawk_foodstuffs, biomeswevegone:flowers/alliums/short"
"Minecraft","biomeswevegone:white_allium_petal_block",14030,"White Allium Petal Block","minecraft:white_allium_petal_block",""
"Minecraft","biomeswevegone:white_sandstone_slab",13942,"White Sandstone Slab","minecraft:white_sandstone_slab_from_white_sandstone_stonecutting","minecraft:slabs, biomeswevegone:white_sandstone_slabs"
"Minecraft","biomeswevegone:white_sandstone_stairs",13943,"White Sandstone Stairs","minecraft:white_sandstone_stairs_from_white_sandstone_stonecutting","minecraft:stairs, biomeswevegone:white_sandstone_stairs"
"Minecraft","biomeswevegone:white_sandstone_wall",13944,"White Sandstone Wall","minecraft:white_sandstone_wall_from_white_sandstone_stonecutting","minecraft:walls"
"Minecraft","biomeswevegone:windswept_sandstone_slab",13986,"Windswept Sandstone Slab","minecraft:windswept_sandstone_slab_from_windswept_sandstone_stonecutting","biomeswevegone:windswept_sandstone_slabs, minecraft:slabs"
"Minecraft","biomeswevegone:windswept_sandstone_stairs",13987,"Windswept Sandstone Stairs","minecraft:windswept_sandstone_stairs_from_windswept_sandstone_stonecutting","minecraft:stairs, biomeswevegone:windswept_sandstone_stairs"
"Minecraft","biomeswevegone:windswept_sandstone_wall",13988,"Windswept Sandstone Wall","minecraft:windswept_sandstone_wall_from_windswept_sandstone_stonecutting","minecraft:walls"
"Minecraft","buildersdelight:acacia_chair_1",17680,"Acacia Chair","minecraft:acacia_chair_1",""
"Minecraft","buildersdelight:acacia_chair_2",17681,"Acacia Chair","minecraft:acacia_chair_2",""
"Minecraft","buildersdelight:acacia_table_1",17682,"Acacia Table","minecraft:acacia_table_1",""
"Minecraft","buildersdelight:acacia_table_2",17683,"Acacia Table","minecraft:acacia_table_2",""
"Minecraft","buildersdelight:bamboo_chair_1",17688,"Bamboo Chair","minecraft:bamboo_chair_1",""
"Minecraft","buildersdelight:bamboo_chair_2",17689,"Bamboo Chair","minecraft:bamboo_chair_2",""
"Minecraft","buildersdelight:bamboo_table_1",17690,"Bamboo Table","minecraft:bamboo_table_1",""
"Minecraft","buildersdelight:bamboo_table_2",17691,"Bamboo Table","minecraft:bamboo_table_2",""
"Minecraft","buildersdelight:birch_chair_1",17684,"Birch Chair","minecraft:birch_chair_1",""
"Minecraft","buildersdelight:birch_chair_2",17685,"Birch Chair","minecraft:birch_chair_2",""
"Minecraft","buildersdelight:birch_table_1",17686,"Birch Table","minecraft:birch_table_1",""
"Minecraft","buildersdelight:birch_table_2",17687,"Birch Table","minecraft:birch_table_2",""
"Minecraft","buildersdelight:cherry_chair_1",17696,"Cherry Chair","minecraft:cherry_chair_1",""
"Minecraft","buildersdelight:cherry_chair_2",17697,"Cherry Chair","minecraft:cherry_chair_2",""
"Minecraft","buildersdelight:cherry_table_1",17698,"Cherry Table","minecraft:cherry_table_1",""
"Minecraft","buildersdelight:cherry_table_2",17699,"Cherry Table","minecraft:cherry_table_2",""
"Minecraft","buildersdelight:crimson_chair_1",17692,"Crimson Chair","minecraft:crimson_chair_1",""
"Minecraft","buildersdelight:crimson_chair_2",17693,"Crimson Chair","minecraft:crimson_chair_2",""
"Minecraft","buildersdelight:crimson_table_1",17694,"Crimson Table","minecraft:crimson_table_1",""
"Minecraft","buildersdelight:crimson_table_2",17695,"Crimson Table","minecraft:crimson_table_2",""
"Minecraft","buildersdelight:dark_oak_chair_1",17700,"Dark Oak Chair","minecraft:dark_oak_chair_1",""
"Minecraft","buildersdelight:dark_oak_chair_2",17701,"Dark Oak Chair","minecraft:dark_oak_chair_2",""
"Minecraft","buildersdelight:dark_oak_table_1",17702,"Dark Oak Table","minecraft:dark_oak_table_1",""
"Minecraft","buildersdelight:dark_oak_table_2",17703,"Dark Oak Table","minecraft:dark_oak_table_2",""
"Minecraft","buildersdelight:jungle_chair_1",17704,"Jungle Chair","minecraft:jungle_chair_1",""
"Minecraft","buildersdelight:jungle_chair_2",17705,"Jungle Chair","minecraft:jungle_chair_2",""
"Minecraft","buildersdelight:jungle_table_1",17706,"Jungle Table","minecraft:jungle_table_1",""
"Minecraft","buildersdelight:jungle_table_2",17707,"Jungle Table","minecraft:jungle_table_2",""
"Minecraft","buildersdelight:mangrove_chair_1",17708,"Mangrove Chair","minecraft:mangrove_chair_1",""
"Minecraft","buildersdelight:mangrove_chair_2",17709,"Mangrove Chair","minecraft:mangrove_chair_2",""
"Minecraft","buildersdelight:mangrove_table_1",17710,"Mangrove Table","minecraft:mangrove_table_1",""
"Minecraft","buildersdelight:mangrove_table_2",17711,"Mangrove Table","minecraft:mangrove_table_2",""
"Minecraft","buildersdelight:oak_chair_1",17712,"Oak Chair","minecraft:oak_chair_1",""
"Minecraft","buildersdelight:oak_chair_2",17713,"Oak Chair","minecraft:oak_chair_2",""
"Minecraft","buildersdelight:oak_table_1",17714,"Oak Table","minecraft:oak_table_1",""
"Minecraft","buildersdelight:oak_table_2",17715,"Oak Table","minecraft:oak_table_2",""
"Minecraft","buildersdelight:spruce_chair_1",17716,"Spruce Chair","minecraft:spruce_chair_1",""
"Minecraft","buildersdelight:spruce_chair_2",17717,"Spruce Chair","minecraft:spruce_chair_2",""
"Minecraft","buildersdelight:spruce_table_1",17718,"Spruce Table","minecraft:spruce_table_1",""
"Minecraft","buildersdelight:spruce_table_2",17719,"Spruce Table","minecraft:spruce_table_2",""
"Minecraft","buildersdelight:warped_chair_1",17720,"Warped Chair","minecraft:warped_chair_1",""
"Minecraft","buildersdelight:warped_chair_2",17721,"Warped Chair","minecraft:warped_chair_2",""
"Minecraft","buildersdelight:warped_table_1",17722,"Warped Table","minecraft:warped_table_1",""
"Minecraft","buildersdelight:warped_table_2",17723,"Warped Table","minecraft:warped_table_2",""
"Minecraft","handcrafted:black_cushion",2184,"Black Cushion","minecraft:black_cushion_from_black_dye","handcrafted:cushions"
"Minecraft","handcrafted:black_sheet",2200,"Black Sheet","minecraft:black_sheet_from_black_dye","handcrafted:sheets"
"Minecraft","handcrafted:blue_cushion",2185,"Blue Cushion","minecraft:blue_cushion_from_blue_dye","handcrafted:cushions"
"Minecraft","handcrafted:blue_sheet",2201,"Blue Sheet","minecraft:blue_sheet_from_blue_dye","handcrafted:sheets"
"Minecraft","handcrafted:brown_cushion",2186,"Brown Cushion","minecraft:brown_cushion_from_brown_dye","handcrafted:cushions"
"Minecraft","handcrafted:brown_sheet",2202,"Brown Sheet","minecraft:brown_sheet_from_brown_dye","handcrafted:sheets"
"Minecraft","handcrafted:cyan_cushion",2187,"Cyan Cushion","minecraft:cyan_cushion_from_cyan_dye","handcrafted:cushions"
"Minecraft","handcrafted:cyan_sheet",2203,"Cyan Sheet","minecraft:cyan_sheet_from_cyan_dye","handcrafted:sheets"
"Minecraft","handcrafted:gray_cushion",2188,"Gray Cushion","minecraft:gray_cushion_from_gray_dye","handcrafted:cushions"
"Minecraft","handcrafted:gray_sheet",2204,"Gray Sheet","minecraft:gray_sheet_from_gray_dye","handcrafted:sheets"
"Minecraft","handcrafted:green_cushion",2189,"Green Cushion","minecraft:green_cushion_from_green_dye","handcrafted:cushions"
"Minecraft","handcrafted:green_sheet",2205,"Green Sheet","minecraft:green_sheet_from_green_dye","handcrafted:sheets"
"Minecraft","handcrafted:light_blue_cushion",2190,"Light Blue Cushion","minecraft:light_blue_cushion_from_light_blue_dye","handcrafted:cushions"
"Minecraft","handcrafted:light_blue_sheet",2206,"Light Blue Sheet","minecraft:light_blue_sheet_from_light_blue_dye","handcrafted:sheets"
"Minecraft","handcrafted:light_gray_cushion",2191,"Light Gray Cushion","minecraft:light_gray_cushion_from_light_gray_dye","handcrafted:cushions"
"Minecraft","handcrafted:light_gray_sheet",2207,"Light Gray Sheet","minecraft:light_gray_sheet_from_light_gray_dye","handcrafted:sheets"
"Minecraft","handcrafted:lime_cushion",2192,"Lime Cushion","minecraft:lime_cushion_from_lime_dye","handcrafted:cushions"
"Minecraft","handcrafted:lime_sheet",2208,"Lime Sheet","minecraft:lime_sheet_from_lime_dye","handcrafted:sheets"
"Minecraft","handcrafted:magenta_cushion",2193,"Magenta Cushion","minecraft:magenta_cushion_from_magenta_dye","handcrafted:cushions"
"Minecraft","handcrafted:magenta_sheet",2209,"Magenta Sheet","minecraft:magenta_sheet_from_magenta_dye","handcrafted:sheets"
"Minecraft","handcrafted:orange_cushion",2194,"Orange Cushion","minecraft:orange_cushion_from_orange_dye","handcrafted:cushions"
"Minecraft","handcrafted:orange_sheet",2210,"Orange Sheet","minecraft:orange_sheet_from_orange_dye","handcrafted:sheets"
"Minecraft","handcrafted:pink_cushion",2195,"Pink Cushion","minecraft:pink_cushion_from_pink_dye","handcrafted:cushions"
"Minecraft","handcrafted:pink_sheet",2211,"Pink Sheet","minecraft:pink_sheet_from_pink_dye","handcrafted:sheets"
"Minecraft","handcrafted:purple_cushion",2196,"Purple Cushion","minecraft:purple_cushion_from_purple_dye","handcrafted:cushions"
"Minecraft","handcrafted:purple_sheet",2212,"Purple Sheet","minecraft:purple_sheet_from_purple_dye","handcrafted:sheets"
"Minecraft","handcrafted:red_cushion",2197,"Red Cushion","minecraft:red_cushion_from_red_dye","handcrafted:cushions"
"Minecraft","handcrafted:red_sheet",2213,"Red Sheet","minecraft:red_sheet_from_red_dye","handcrafted:sheets"
"Minecraft","handcrafted:white_cushion",2198,"White Cushion","minecraft:white_cushion_from_white_dye","handcrafted:cushions"
"Minecraft","handcrafted:white_sheet",2214,"White Sheet","minecraft:white_sheet_from_white_dye","handcrafted:sheets"
"Minecraft","handcrafted:yellow_cushion",2199,"Yellow Cushion","minecraft:yellow_cushion_from_yellow_dye","handcrafted:cushions"
"Minecraft","handcrafted:yellow_sheet",2215,"Yellow Sheet","minecraft:yellow_sheet_from_yellow_dye","handcrafted:sheets"
"Minecraft","minecraft:acacia_boat",744,"Acacia Boat","minecraft:acacia_boat","minecraft:boats"
"Minecraft","minecraft:acacia_button",666,"Acacia Button","minecraft:acacia_button","minecraft:wooden_buttons, minecraft:buttons"
