"Mod name","Registry name","ID"
"Unknown","alexsmobs:gorilla",874
"Unknown","alexsmobs:grizzly_bear",864
"Unknown","alexsmobs:gust",907
"Unknown","alexsmobs:guster",905
"Unknown","alexsmobs:hammerhead_shark",879
"Unknown","alexsmobs:hemolymph",909
"Unknown","alexsmobs:hummingbird",871
"Unknown","alexsmobs:ice_shard",935
"Unknown","alexsmobs:jerboa",949
"Unknown","alexsmobs:kangaroo",918
"Unknown","alexsmobs:komodo_dragon",882
"Unknown","alexsmobs:laviathan",937
"Unknown","alexsmobs:leafcutter_ant",921
"Unknown","alexsmobs:lobster",881
"Unknown","alexsmobs:maned_wolf",940
"Unknown","alexsmobs:mantis_shrimp",904
"Unknown","alexsmobs:mimic_octopus",932
"Unknown","alexsmobs:mimicube",890
"Unknown","alexsmobs:moose",889
"Unknown","alexsmobs:mosquito_spit",876
"Unknown","alexsmobs:mud_ball",965
"Unknown","alexsmobs:mudskipper",964
"Unknown","alexsmobs:mungus",903
"Unknown","alexsmobs:murmur",971
"Unknown","alexsmobs:murmur_head",972
"Unknown","alexsmobs:orca",872
"Unknown","alexsmobs:platypus",915
"Unknown","alexsmobs:pollen_ball",947
"Unknown","alexsmobs:potoo",963
"Unknown","alexsmobs:raccoon",891
"Unknown","alexsmobs:rain_frog",962
"Unknown","alexsmobs:rattlesnake",877
"Unknown","alexsmobs:rhinoceros",966
"Unknown","alexsmobs:roadrunner",865
"Unknown","alexsmobs:rocky_roller",945
"Unknown","alexsmobs:sand_shot",906
"Unknown","alexsmobs:sea_bear",957
"Unknown","alexsmobs:seagull",933
"Unknown","alexsmobs:seal",893
"Unknown","alexsmobs:shark_tooth_arrow",880
"Unknown","alexsmobs:shoebill",896
"Unknown","alexsmobs:skelewag",961
"Unknown","alexsmobs:skreecher",969
"Unknown","alexsmobs:skunk",974
"Unknown","alexsmobs:snow_leopard",899
"Unknown","alexsmobs:soul_vulture",898
"Unknown","alexsmobs:spectre",900
"Unknown","alexsmobs:squid_grapple",956
"Unknown","alexsmobs:straddleboard",912
"Unknown","alexsmobs:straddler",910
"Unknown","alexsmobs:stradpole",911
"Unknown","alexsmobs:sugar_glider",967
"Unknown","alexsmobs:sunbird",873
"Unknown","alexsmobs:tarantula_hawk",926
"Unknown","alexsmobs:tasmanian_devil",917
"Unknown","alexsmobs:tendon_segment",973
"Unknown","alexsmobs:terrapin",950
"Unknown","alexsmobs:tiger",925
"Unknown","alexsmobs:tossed_item",884
"Unknown","alexsmobs:toucan",939
"Unknown","alexsmobs:triops",979
"Unknown","alexsmobs:tusklin",936
"Unknown","alexsmobs:underminer",970
"Unknown","alexsmobs:vine_lasso",943
"Unknown","alexsmobs:void_portal",930
"Unknown","alexsmobs:void_worm",927
"Unknown","alexsmobs:void_worm_part",928
"Unknown","alexsmobs:void_worm_shot",929
"Unknown","alexsmobs:warped_mosco",908
"Unknown","alexsmobs:warped_toad",888
"Unknown","aquaculture:acacia_fish_mount",803
"Unknown","aquaculture:arapaima",791
"Unknown","aquaculture:arrau_turtle",768
"Unknown","aquaculture:atlantic_cod",770
"Unknown","aquaculture:atlantic_halibut",773
"Unknown","aquaculture:atlantic_herring",774
"Unknown","aquaculture:bayad",778
"Unknown","aquaculture:birch_fish_mount",801
"Unknown","aquaculture:blackfish",771
"Unknown","aquaculture:bluegill",783
"Unknown","aquaculture:bobber",764
"Unknown","aquaculture:boulti",779
"Unknown","aquaculture:box_turtle",767
"Unknown","aquaculture:brown_shrooma",794
"Unknown","aquaculture:brown_trout",784
"Unknown","aquaculture:capitaine",780
"Unknown","aquaculture:carp",785
"Unknown","aquaculture:catfish",786
"Unknown","aquaculture:dark_oak_fish_mount",804
"Unknown","aquaculture:gar",787
"Unknown","aquaculture:jellyfish",796
"Unknown","aquaculture:jungle_fish_mount",802
"Unknown","aquaculture:minnow",788
"Unknown","aquaculture:muskellunge",789
"Unknown","aquaculture:oak_fish_mount",799
"Unknown","aquaculture:pacific_halibut",772
"Unknown","aquaculture:perch",790
"Unknown","aquaculture:pink_salmon",775
"Unknown","aquaculture:piranha",792
"Unknown","aquaculture:pollock",776
"Unknown","aquaculture:rainbow_trout",777
"Unknown","aquaculture:red_grouper",797
"Unknown","aquaculture:red_shrooma",795
"Unknown","aquaculture:smallmouth_bass",782
"Unknown","aquaculture:spectral_water_arrow",766
"Unknown","aquaculture:spruce_fish_mount",800
"Unknown","aquaculture:starshell_turtle",769
"Unknown","aquaculture:synodontis",781
"Unknown","aquaculture:tambaqui",793
"Unknown","aquaculture:tuna",798
"Unknown","aquaculture:water_arrow",765
"Unknown","aqupdcaracal:caracal",982
"Unknown","armadillo:armadillo",348
"Unknown","arphex:abyss_explosive",223
"Unknown","arphex:ant_arsonist",189
"Unknown","arphex:ao_eflame",187
"Unknown","arphex:ao_eflame_2",188
"Unknown","arphex:beetle_rhino",170
"Unknown","arphex:beetle_tick_mite",150
"Unknown","arphex:blood_projectile",203
"Unknown","arphex:blood_worm",149
"Unknown","arphex:bloodthirsty_tendril",180
"Unknown","arphex:butterfly_bewitcher",208
"Unknown","arphex:butterfly_bewitcher_giant",199
"Unknown","arphex:centipede_evictor",158
"Unknown","arphex:centipede_evictor_larvae",159
"Unknown","arphex:centipede_stalker",148
"Unknown","arphex:crab_constrictor",213
"Unknown","arphex:crab_larvae",222
"Unknown","arphex:disappear_invisible",196
"Unknown","arphex:dracon_fire",204
"Unknown","arphex:draconic_clone",206
"Unknown","arphex:draconic_fly_stalk",225
"Unknown","arphex:draconic_voidlasher",139
"Unknown","arphex:dragonfly_dreadnought",209
"Unknown","arphex:dweller_sleep_spawner",147
"Unknown","arphex:enormous_spider_hallucination",221
"Unknown","arphex:fly_festerer",195
"Unknown","arphex:giant_web",193
"Unknown","arphex:homing_voidseeker",205
"Unknown","arphex:hornet_harbinger",173
"Unknown","arphex:hornet_harbinger_giant",174
"Unknown","arphex:invisible_arrow",185
"Unknown","arphex:invisible_stalker",162
"Unknown","arphex:judgement_blast",224
"Unknown","arphex:locust_landscourge",190
"Unknown","arphex:long_legs",145
"Unknown","arphex:long_legs_fly",178
"Unknown","arphex:long_legs_tiny",146
"Unknown","arphex:maggot_larvae",201
"Unknown","arphex:millipede_marauder",200
"Unknown","arphex:mosquito_morbidity",175
"Unknown","arphex:moth_moontracker",214
"Unknown","arphex:moth_shadow_clone",142
"Unknown","arphex:opal_arrow",220
"Unknown","arphex:power_hook",171
"Unknown","arphex:projectile_spider_brood",154
"Unknown","arphex:pure_stalking",151
"Unknown","arphex:random_ar_ph_ex",217
"Unknown","arphex:repellant",186
"Unknown","arphex:roach_riverspawn",202
"Unknown","arphex:rush_scare",152
"Unknown","arphex:scorpioid_bloodluster",179
"Unknown","arphex:scorpioid_chaser_hallucination",184
"Unknown","arphex:scorpioid_clone",181
"Unknown","arphex:scorpioid_initial",182
"Unknown","arphex:scorpioid_shadow_clone",198
"Unknown","arphex:scorpion_larvae",216
"Unknown","arphex:scorpion_striker",215
"Unknown","arphex:silverfish_spectre",169
"Unknown","arphex:sky_stalker",155
"Unknown","arphex:small_web",218
"Unknown","arphex:solifuge_skulker",219
"Unknown","arphex:spider_brood",153
"Unknown","arphex:spider_flat",156
"Unknown","arphex:spider_funnel",163
"Unknown","arphex:spider_goliath",168
"Unknown","arphex:spider_jump",194
"Unknown","arphex:spider_larvae",143
"Unknown","arphex:spider_larvae_tiny",144
"Unknown","arphex:spider_lurker",161
"Unknown","arphex:spider_moth",197
"Unknown","arphex:spider_moth_larvae",140
"Unknown","arphex:spider_moth_summon",176
"Unknown","arphex:spider_moth_summon_larvae",183
"Unknown","arphex:spider_prowler",192
"Unknown","arphex:spider_snatcher",212
"Unknown","arphex:tamed_tarantula",172
"Unknown","arphex:teleport_ghost",141
"Unknown","arphex:teleport_ghost_projectile",177
"Unknown","arphex:tiny_centipede_breacher",160
"Unknown","arphex:tormentor",211
"Unknown","arphex:void_spear",207
"Unknown","arphex:voidlasher_shadow_clone",210
"Unknown","arphex:vortex_blast",226
"Unknown","arphex:web_funnel",167
"Unknown","arphex:web_harness",165
"Unknown","arphex:web_harness_down",191
"Unknown","arphex:web_hook",164
"Unknown","arphex:web_rope",166
"Unknown","arphex:webbed_arrow",157
"Unknown","bakery:wandering_baker",1005
"Unknown","bclib:chair",126
"Unknown","benssharks:axodile",856
"Unknown","benssharks:basking_shark",862
"Unknown","benssharks:blacktip_reef_shark",861
"Unknown","benssharks:blue_shark",857
"Unknown","benssharks:bonnethead_shark",858
"Unknown","benssharks:bull_shark",863
"Unknown","benssharks:cookiecutter_shark",860
"Unknown","benssharks:greatwhiteshark",852
"Unknown","benssharks:mako_shark",859
"Unknown","benssharks:nurse_shark",853
"Unknown","benssharks:remora",854
"Unknown","benssharks:tiger_shark",855
"Unknown","biomesoplenty:boat",805
"Unknown","biomesoplenty:chest_boat",806
"Unknown","biomeswevegone:boat",987
"Unknown","biomeswevegone:chest_boat",988
"Unknown","biomeswevegone:man_o_war",984
"Unknown","biomeswevegone:oddion",986
"Unknown","biomeswevegone:pumpkin_warden",985
"Unknown","bloomingnature:termite",1007
"Unknown","bloomingnature:wandering_gardener",1006
"Unknown","blueprint:boat",1009
"Unknown","blueprint:chest_boat",1010
"Unknown","blueprint:falling_block",1011
"Unknown","bountiful_critters:emu",747
"Unknown","bountiful_critters:emu_egg_projectile",754
"Unknown","bountiful_critters:humpback_whale",752
"Unknown","bountiful_critters:krill",748
"Unknown","bountiful_critters:longhorn",750
"Unknown","bountiful_critters:marine_iguana",749
"Unknown","bountiful_critters:pillbug",753
"Unknown","bountiful_critters:pillbug_projectile",755
"Unknown","bountiful_critters:stingray",745
"Unknown","bountiful_critters:sunfish",746
"Unknown","bountiful_critters:toucan",751
"Unknown","buildersdelight:sit",1008
"Unknown","capybaramod:capybara",819
"Unknown","cold_sweat:chameleon",763
"Unknown","corpse:corpse",136
"Unknown","crabbersdelight:crab",1072
"Unknown","crittersandcompanions:dragonfly",808
"Unknown","crittersandcompanions:dumbo_octopus",809
"Unknown","crittersandcompanions:ferret",810
"Unknown","crittersandcompanions:grappling_hook",811
"Unknown","crittersandcompanions:jumping_spider",812
"Unknown","crittersandcompanions:koi_fish",813
"Unknown","crittersandcompanions:leaf_insect",814
"Unknown","crittersandcompanions:otter",815
"Unknown","crittersandcompanions:red_panda",816
"Unknown","crittersandcompanions:sea_bunny",817
"Unknown","crittersandcompanions:shima_enaga",818
"Unknown","dawn:custom_tnt",125
"Unknown","dawn:flying_block",124
"Unknown","decoration_delight:stool_entity",762
"Unknown","decorative_blocks:dummy_entity",463
"Unknown","doapi:chair",1000
"Unknown","dynamictrees:falling_tree",285
"Unknown","dynamictrees:lingering_effector",286
"Unknown","ecologics:boat",758
"Unknown","ecologics:chest_boat",759
"Unknown","ecologics:coconut_crab",757
"Unknown","ecologics:penguin",760
"Unknown","ecologics:squirrel",761
"Unknown","enemyexpansion:botfly",442
"Unknown","enemyexpansion:crawler",457
"Unknown","enemyexpansion:direwolf",453
"Unknown","enemyexpansion:drone",441
"Unknown","enemyexpansion:equestrian",434
"Unknown","enemyexpansion:faller",459
"Unknown","enemyexpansion:flutterfly",443
"Unknown","enemyexpansion:goblin",435
"Unknown","enemyexpansion:goblin_fear",436
"Unknown","enemyexpansion:healing_eye_projectile",454
"Unknown","enemyexpansion:huntsman",444
"Unknown","enemyexpansion:intruder",460
"Unknown","enemyexpansion:invisicreeper",458
"Unknown","enemyexpansion:ladybug",439
"Unknown","enemyexpansion:meature",433
"Unknown","enemyexpansion:phantom_eye_projectile",456
"Unknown","enemyexpansion:scorpion",438
"Unknown","enemyexpansion:silverqueen",451
"Unknown","enemyexpansion:silverqueenbodiless",452
"Unknown","enemyexpansion:slugger",432
"Unknown","enemyexpansion:sprinter",431
"Unknown","enemyexpansion:starved",445
"Unknown","enemyexpansion:tarantula",437
"Unknown","enemyexpansion:troll",449
"Unknown","enemyexpansion:trollenraged",450
"Unknown","enemyexpansion:vampbiter",448
"Unknown","enemyexpansion:vampflyer",447
"Unknown","enemyexpansion:vampire",446
"Unknown","enemyexpansion:wasp",440
"Unknown","enemyexpansion:wasp_thorax_projectile",455
"Unknown","exoticbirds:bird_egg",284
"Unknown","exoticbirds:bluejay",245
"Unknown","exoticbirds:booby",246
"Unknown","exoticbirds:budgerigar",247
"Unknown","exoticbirds:cardinal",248
"Unknown","exoticbirds:cassowary",249
"Unknown","exoticbirds:cloud_phoenix",275
"Unknown","exoticbirds:cockatoo",250
"Unknown","exoticbirds:crane",251
"Unknown","exoticbirds:desert_phoenix",276
"Unknown","exoticbirds:duck",252
"Unknown","exoticbirds:ender_phoenix",277
"Unknown","exoticbirds:fire_phoenix",278
"Unknown","exoticbirds:flamingo",253
"Unknown","exoticbirds:gouldianfinch",254
"Unknown","exoticbirds:gull",255
"Unknown","exoticbirds:heron",256
"Unknown","exoticbirds:hummingbird",257
"Unknown","exoticbirds:kingfisher",258
"Unknown","exoticbirds:kiwi",259
"Unknown","exoticbirds:kookaburra",260
"Unknown","exoticbirds:lyrebird",261
"Unknown","exoticbirds:macaw",262
"Unknown","exoticbirds:magpie",263
"Unknown","exoticbirds:nether_phoenix",279
"Unknown","exoticbirds:ostrich",264
"Unknown","exoticbirds:owl",265
"Unknown","exoticbirds:peafowl",266
"Unknown","exoticbirds:pelican",267
"Unknown","exoticbirds:penguin",268
"Unknown","exoticbirds:pigeon",269
"Unknown","exoticbirds:roadrunner",270
"Unknown","exoticbirds:robin",271
"Unknown","exoticbirds:skeleton_phoenix",280
"Unknown","exoticbirds:snowy_phoenix",281
"Unknown","exoticbirds:swan",272
"Unknown","exoticbirds:toucan",273
"Unknown","exoticbirds:twilight_phoenix",282
"Unknown","exoticbirds:water_phoenix",283
"Unknown","exoticbirds:woodpecker",274
"Unknown","farmersdelight:rotten_tomato",983
"Unknown","fennecfox:fennecfox",989
"Unknown","finsandtails:banded_redback_shrimp",402
"Unknown","finsandtails:blu_wee",400
"Unknown","finsandtails:crowned_horatee",427
"Unknown","finsandtails:flatback_leaf_snail",412
"Unknown","finsandtails:flatback_sucker",405
"Unknown","finsandtails:golden_river_ray",419
"Unknown","finsandtails:gopjet",423
"Unknown","finsandtails:high_finned_blue",406
"Unknown","finsandtails:mudhorse",407
"Unknown","finsandtails:night_light_squid",420
"Unknown","finsandtails:ornate_bugfish",408
"Unknown","finsandtails:papa_wee",424
"Unknown","finsandtails:pea_wee",401
"Unknown","finsandtails:penglil",410
"Unknown","finsandtails:phantom_nudibranch",409
"Unknown","finsandtails:red_bull_crab",413
"Unknown","finsandtails:river_pebble_snail",417
"Unknown","finsandtails:rubber_belly_glider",421
"Unknown","finsandtails:siderol_whiskered_snail",418
"Unknown","finsandtails:spindly_gem_crab",411
"Unknown","finsandtails:swamp_mucker",404
"Unknown","finsandtails:teal_arrowfish",403
"Unknown","finsandtails:teal_arrowfish_arrow",422
"Unknown","finsandtails:vibra_wee",416
"Unknown","finsandtails:wandering_sailor",426
"Unknown","finsandtails:wee_wee",415
"Unknown","finsandtails:wherble",425
"Unknown","finsandtails:white_bull_crab",414
"Unknown","fishofthieves:ancientscale",1029
"Unknown","fishofthieves:battlegill",1033
"Unknown","fishofthieves:devilfish",1032
"Unknown","fishofthieves:islehopper",1028
"Unknown","fishofthieves:plentifin",1030
"Unknown","fishofthieves:pondie",1027
"Unknown","fishofthieves:splashtail",1026
"Unknown","fishofthieves:stormfish",1035
"Unknown","fishofthieves:wildsplash",1031
"Unknown","fishofthieves:wrecker",1034
"Unknown","fruitfulfun:item_projectile",287
"Unknown","fruitfulfun:sliding_door",288
"Unknown","galosphere:berserker",396
"Unknown","galosphere:glow_flare",392
"Unknown","galosphere:pink_salt_pillar",398
"Unknown","galosphere:pink_salt_shard",399
"Unknown","galosphere:preserved",397
"Unknown","galosphere:silver_bomb",389
"Unknown","galosphere:sparkle",390
"Unknown","galosphere:spectator_vision",395
"Unknown","galosphere:specterpillar",394
"Unknown","galosphere:spectre",391
"Unknown","galosphere:spectre_flare",393
"Unknown","goodending:boat",740
"Unknown","goodending:chest_boat",741
"Unknown","goodending:firefly_swarm",742
"Unknown","goodending:marsh",743
"Unknown","goodending:woodpecker",744
"Unknown","habitat:boat",130
"Unknown","habitat:kabloom_fruit",129
"Unknown","habitat:passerine",132
"Unknown","habitat:pooka",131
"Unknown","handcrafted:fancy_painting",138
"Unknown","handcrafted:seat",137
"Unknown","immersive_weathering:falling_icicle",349
"Unknown","immersive_weathering:falling_layer",350
"Unknown","immersive_weathering:falling_propagule",351
"Unknown","insects_recrafted:ant",289
"Unknown","insects_recrafted:bedbug",322
"Unknown","insects_recrafted:beetle",312
"Unknown","insects_recrafted:bluebutterfly",307
"Unknown","insects_recrafted:centipede",302
"Unknown","insects_recrafted:cockroach",301
"Unknown","insects_recrafted:dragonfly",299
"Unknown","insects_recrafted:earwig",306
"Unknown","insects_recrafted:fireant",295
"Unknown","insects_recrafted:firefly",298
"Unknown","insects_recrafted:fly",290
"Unknown","insects_recrafted:greenbutterfly",310
"Unknown","insects_recrafted:greenfly",291
"Unknown","insects_recrafted:honeyant",292
"Unknown","insects_recrafted:ladybug",296
"Unknown","insects_recrafted:maggot",293
"Unknown","insects_recrafted:mosquito",318
"Unknown","insects_recrafted:moth",294
"Unknown","insects_recrafted:mothpersistent",315
"Unknown","insects_recrafted:mrmantisyt",317
"Unknown","insects_recrafted:orchidmantis",304
"Unknown","insects_recrafted:pillbug",319
"Unknown","insects_recrafted:pillbugrolled",320
"Unknown","insects_recrafted:pinkbutterfly",308
"Unknown","insects_recrafted:prayingmantis",303
"Unknown","insects_recrafted:rainbug",305
"Unknown","insects_recrafted:scorpion",314
"Unknown","insects_recrafted:silkworm",321
"Unknown","insects_recrafted:slug",326
"Unknown","insects_recrafted:snail",297
"Unknown","insects_recrafted:snailhidden",316
"Unknown","insects_recrafted:stickbug",313
"Unknown","insects_recrafted:turtleant",311
"Unknown","insects_recrafted:waterstrider",323
"Unknown","insects_recrafted:waterstriderspawning",324
"Unknown","insects_recrafted:whip_spider",325
"Unknown","insects_recrafted:worm",300
"Unknown","insects_recrafted:yellowbutterfly",309
"Unknown","laddaxxs_insects:asian_ladybug",339
"Unknown","laddaxxs_insects:atlas_beetle",333
"Unknown","laddaxxs_insects:brown_rhinoceros_beetle",336
"Unknown","laddaxxs_insects:chestnut_weevil",344
"Unknown","laddaxxs_insects:common_cockchafer",345
"Unknown","laddaxxs_insects:dynaste_hercules",327
"Unknown","laddaxxs_insects:eight_spot_bupestrid",343
"Unknown","laddaxxs_insects:elephant_beetle",335
"Unknown","laddaxxs_insects:european_rhinoceros_beetle",337
"Unknown","laddaxxs_insects:five_horned_rhinoceros_beetle",334
"Unknown","laddaxxs_insects:golden_ground_beetle",341
"Unknown","laddaxxs_insects:goliath_beetle",328
"Unknown","laddaxxs_insects:great_diving_beetle",340
"Unknown","laddaxxs_insects:japanese_rhinoceros_beetle",332
"Unknown","laddaxxs_insects:pink_orchid_mantiss",347
"Unknown","laddaxxs_insects:potato_beetle",342
"Unknown","laddaxxs_insects:praying_mantis",346
"Unknown","laddaxxs_insects:rose_chafer",331
"Unknown","laddaxxs_insects:seven_spot_ladybug",338
"Unknown","laddaxxs_insects:stag_beetle",329
"Unknown","laddaxxs_insects:titan_beetle",330
"Unknown","mcwfurnitures:chair",807
"Unknown","naturalist:alligator",846
"Unknown","naturalist:bass",847
"Unknown","naturalist:bear",822
"Unknown","naturalist:bluejay",829
"Unknown","naturalist:boar",843
"Unknown","naturalist:butterfly",823
"Unknown","naturalist:canary",830
"Unknown","naturalist:cardinal",831
"Unknown","naturalist:caterpillar",835
"Unknown","naturalist:catfish",845
"Unknown","naturalist:coral_snake",826
"Unknown","naturalist:deer",828
"Unknown","naturalist:dragonfly",844
"Unknown","naturalist:duck",851
"Unknown","naturalist:duck_egg",820
"Unknown","naturalist:elephant",838
"Unknown","naturalist:finch",833
"Unknown","naturalist:firefly",824
"Unknown","naturalist:giraffe",840
"Unknown","naturalist:hippo",841
"Unknown","naturalist:lion",837
"Unknown","naturalist:lizard",848
"Unknown","naturalist:lizard_tail",849
"Unknown","naturalist:rattlesnake",827
"Unknown","naturalist:rhino",836
"Unknown","naturalist:robin",832
"Unknown","naturalist:snail",821
"Unknown","naturalist:snake",825
"Unknown","naturalist:sparrow",834
"Unknown","naturalist:tortoise",850
"Unknown","naturalist:vulture",842
"Unknown","naturalist:zebra",839
"Unknown","nebulus_spiders_plus:basalt_spider",236
"Unknown","nebulus_spiders_plus:bonde_spider",239
"Unknown","nebulus_spiders_plus:cherryblossom_spider",227
"Unknown","nebulus_spiders_plus:crimson_forst_spider",243
"Unknown","nebulus_spiders_plus:dark_oak_spider",228
"Unknown","nebulus_spiders_plus:dead_spider",229
"Unknown","nebulus_spiders_plus:deep_dark_spider",230
"Unknown","nebulus_spiders_plus:desert_spider",231
"Unknown","nebulus_spiders_plus:driostione_spider",232
"Unknown","nebulus_spiders_plus:jungle_spider",233
"Unknown","nebulus_spiders_plus:mangrove_spider",234
